,慶豐商業銀行,三信商業銀行,花蓮區中小企業銀行,中央信託局,中國農民銀行,台北富邦商業銀行,高雄區中小企業銀行,連線商業銀行,台中商業銀行,中華商業銀行,王道商業銀行,臺灣中小企業銀行,中國信託商業銀行,玉山商業銀行,凱基商業銀行,瑞興商業銀行,安泰商業銀行,聯邦商業銀行,臺北國際商業銀行,華泰商業銀行,星展(台灣)商業銀行,合作金庫銀行,大眾商業銀行,交通銀行,國泰世華商業銀行,第一商業銀行,兆豐國際商業銀行,元大商業銀行,台新國際商業銀行,花旗(台灣)商業銀行,臺東區中小企業銀行,華南商業銀行,高雄銀行,陽信商業銀行,第七商業銀行,將來商業銀行,臺灣新光商業銀行,上海商業儲蓄銀行,日盛國際商業銀行,彰化商業銀行,臺灣銀行,中華開發工業銀行,臺灣土地銀行,渣打國際商業銀行,澳盛(台灣)商業銀行,樂天國際商業銀行,匯豐(台灣)商業銀行,遠東國際商業銀行,京城商業銀行,板信商業銀行,中國輸出入銀行,永豐商業銀行
2018年10月,,0.30018174648080514,,,,0.2346211696220233,,,0.4546889188641152,,0.5826608560208123,0.5781852849937766,0.23961696281752293,0.35176209283926596,0.3907083907083907,0.2988798684616175,0.35911527169767954,0.22211781114992052,,0.42103378297719946,0.3620099518600851,0.4311767637854354,,,0.1897556310374311,0.4517755373091016,0.4137445631701092,0.32046056367326514,0.24522912034381517,0.24188035790157705,,0.45793365220336524,0.4148032888734657,0.48207992278237455,,,0.2802200047255537,0.36806517666535965,0.3743124922925145,0.5084443433218623,0.3348431229545296,,0.3440962784796931,0.15981131453559277,0.6171499244194036,,0.2690933838409299,0.2548596277862377,0.7271199696928962,0.443714229327018,0.6023586174579345,0.341912268374278
2018年11月,,0.29649556367880003,,,,0.23879932904549592,,,0.4560846166166078,,0.5820765692787787,0.5986525103579918,0.23972626841312425,0.3502690789066151,0.3871323823964914,0.28803109782858577,0.36055180571624235,0.22634312005046323,,0.4324960298600888,0.358537341183762,0.4322865502787145,,,0.1885119401826602,0.45667284120821644,0.41052575653740947,0.3233396804852045,0.2380453266165835,0.2545061619144318,,0.45608277191396096,0.42194209489846013,0.4882915551462476,,,0.27621752336822775,0.3738199388003833,0.38436216459301453,0.5211982809484027,0.3290537523070296,,0.34395810702607416,0.1583031331962084,0.6048455894898481,,0.29864522289930545,0.24299581598678624,0.7214634534904383,0.4481453938184143,0.5989843756770107,0.3470635117057221
2018年12月,,0.2958545792238837,,,,0.24332195236005727,,,0.4526474414855636,,0.5840896106179133,0.5998034038585908,0.2229833642683391,0.3508086865847028,0.3896184158637292,0.28171782219620306,0.35679817157104643,0.21460494981496442,,0.43443869444822736,0.32952902891683605,0.4301157015219312,,,0.18323913226575694,0.4587194454363641,0.41586018423473264,0.3289318895612874,0.23380553935605447,0.26342277213958015,,0.463998552154432,0.4207001789419372,0.4818052734462054,,,0.27603057216659,0.3756069773037597,0.362137410334041,0.5281390969540067,0.33982577686152227,,0.34422996833871056,0.14810359693850395,0.5849220103986135,,0.3005780152907353,0.24792356210578906,0.7055139709259822,0.43904031336706384,0.5896074106749007,0.34761771649330314
2019年1月,,0.29963656983787407,,,,0.23686429240300055,,,0.450378545016995,,0.5894837611300578,0.5911653839477402,0.2445037949336761,0.3489444692370771,0.3900999449122531,0.28232145491328264,0.34983909748553965,0.2308043034134451,,0.44536214180852374,0.3401000580861549,0.43637987210487095,,,0.18917051696939088,0.4527939691458623,0.40633491331788074,0.32408324938118216,0.24042213196617618,0.25053492149771733,,0.45328053173808613,0.4212525086764168,0.48218764566177613,,,0.27978127020124416,0.37261326714474896,0.37375543770845837,0.5242070345488713,0.31912683774152534,,0.3433220064406237,0.15395058861358724,0.5537312694723308,,0.29581559477901714,0.24792017657276444,0.7043157050650051,0.4445764999967704,0.5944758152768659,0.35429298331961484
2019年2月,,0.3010064280421183,,,,0.23535333648777873,,,0.4495865885559299,,0.5862813080742241,0.5890163814821787,0.23925290990576398,0.34639490804486683,0.38575315418020695,0.2846373139056066,0.3469761918403275,0.22764690802404078,,0.45622119815668205,0.34101062579077607,0.4328792390889196,,,0.19018915237840658,0.4497807135007614,0.4041763010959627,0.3248496231826751,0.23886163110255101,0.24845843718626387,,0.4517116035808569,0.42337410211609394,0.47986675312456295,,,0.27651699275817027,0.36833974578931616,0.37126989133594324,0.5236539800594143,0.3170301464853721,,0.34198134243183304,0.16184670972147144,0.5877748967636608,,0.2963042150274893,0.2510625882204506,0.7090444911657547,0.44577994213082567,0.5971909032111455,0.34823255955306515
2019年3月,,0.2992933628126761,,,,0.23196547450673444,,,0.4413346896711029,,0.5801015103578575,0.5702611367127496,0.21058016101016647,0.3442013217159056,0.3941945401169645,0.2887149131181974,0.345683531122086,0.22353584805083676,,0.45162755832178636,0.3557421940959247,0.4366223312088475,,,0.19015445600587152,0.4528138097647578,0.40311255672827806,0.3300393520234849,0.23777320517733905,0.2527756172219992,,0.45348287554871725,0.4236449931959242,0.48422475586303354,,,0.2786440855247675,0.36252256862587257,0.3768041237113402,0.5158891542867076,0.3186563581977312,,0.33886823705576197,0.15900767446011066,0.5981787682722263,,0.29060445224562576,0.25267211098717957,0.7080001316352388,0.4516200382969849,0.5906585436611547,0.33445229609518223
2019年4月,,0.3018231746528321,,,,0.2381963079438704,,,0.44196262097132205,,0.5768918461711966,0.5653603105783672,0.23524898217416026,0.34130941055624026,0.3886507924977845,0.2946524628203776,0.3410855507043414,0.22453342240407498,,0.4631911108127161,0.3493744233253368,0.431528495277974,,,0.19131784887947445,0.45168133567131274,0.3936958974946964,0.3249213353851744,0.2428824842485267,0.23185445486726236,,0.4487955604413337,0.42605555801692435,0.48920078068874506,,,0.2772785936028463,0.3644470681507719,0.37832579046211634,0.5128299693779477,0.30856419832231174,,0.3359391272586035,0.15021576772227235,,,0.2865948915791812,0.24241227840819954,0.7046635554231622,0.45072441509240774,0.5958125032660384,0.32437411104001695
2019年5月,,0.3042491192971774,,,,0.23289648914439973,,,0.43804646346404935,,0.5576674767272051,0.5690938285518462,0.23817837644177553,0.33964821281690266,0.3778478486695179,0.30235537190082645,0.33451722563295955,0.22893726763509334,,0.4682423779460334,0.341378824819736,0.43539313924379963,,,0.19574512785562367,0.44817172990783766,0.39807025326774814,0.3222967061793301,0.2500187309395347,0.24582862481928774,,0.4520457421003006,0.42321944794794236,0.4896063471188149,,,0.276036027934101,0.3581635930384389,0.3775281865909286,0.5159977574285181,0.30831830692720696,,0.33577529780564264,0.15238531696020943,,,0.29575829840958107,0.24298042430011751,0.6976035932772662,0.4513625040887703,0.5932238476400773,0.3285615345058721
2019年6月,,0.30701144832618177,,,,0.24447955099119248,,,0.43693931278446424,,0.5706996691845994,0.5677195707959598,0.21122002541313065,0.3410797834839507,0.382298552038464,0.30340063761955366,0.3401460802142243,0.2262532370178547,,0.4768102781421316,0.3346155864995988,0.43262930963856266,,,0.19459183747153436,0.4493746168316365,0.40789928274796344,0.3329929748374913,0.25556039602144276,0.24426099186693573,,0.45876967744359376,0.41387685477539354,0.4929533143710837,,,0.2768031491448948,0.3706036976463646,0.3895563379429664,0.5164172962807071,0.3324015485735073,,0.33876775475321935,0.15197487972484666,,,0.2774586264560028,0.24781122493833163,0.702527061550212,0.44642495954692557,0.5986915920114615,0.33162964945143164
2019年7月,,0.3107000702411613,,,,0.23926834140468517,,,0.43565067182002154,,0.5630902471315092,0.5662712850859768,0.23493258449769228,0.34027961719622724,0.3796920129055891,0.317845723421263,0.33748681434599154,0.22265994070437983,,0.47889599150762696,0.327575294348436,0.4349327126565436,,,0.19763085910639352,0.4451045767207635,0.40345636497791587,0.3299861210921,0.2590779635272099,0.251602504609521,,0.45840384217945596,0.4195740076314141,0.4996722923152548,,,0.277224032579594,0.3681281809408303,0.38617503115785634,0.5131367134800081,0.3333967886447458,,0.3356121116271882,0.135652336502366,,,0.29802142857142855,0.2500204371506525,0.6842819780790194,0.46030650538263873,0.590911001454307,0.3285436057480662
2019年8月,,0.30868018622818183,,,,0.2465687303091582,,,0.436334606831271,,0.5570646172872223,0.5643001280964277,0.23610350879508057,0.3372314265526063,0.37406737444775046,0.3120387685749331,0.35473522367759674,0.2216642696373579,,0.47060252391472823,0.33208668195371394,0.4344826788877122,,,0.199814631759365,0.44567717612254104,0.3979551527322521,0.3300821481621298,0.26463185349631396,0.2556056294701223,,0.45806672130605286,0.41751366464609424,0.502673489855843,,,0.2764429852357615,0.36625416533403315,0.38849425802001525,0.5144851642989372,0.3417515413922855,,0.33426442081943725,0.12175279584825671,,,0.3078989397793266,0.253666301607111,0.6873706539735099,0.4601171032357473,0.591200919105224,0.329532971427962
2019年9月,,0.3108053773403493,,,,0.25153297987659445,,,0.4389147893864617,,0.5572589894083518,0.5652273338596158,0.21837407411633222,0.3371587896556232,0.3855067687400675,0.31302852801823233,0.3532571535385236,0.21769165827840373,,0.46904286553141517,0.32216172189625786,0.4334887135762622,,,0.19408445845248726,0.4486075402448104,0.3991209494139299,0.3314123233065317,0.26731423931036635,0.2582431779286194,,0.46630205617577103,0.41149245554363456,0.5066811567662661,,,0.27443099107739205,0.36163152032115126,0.3948151577276635,0.5115121260779402,0.34250753575589954,,0.33902433775257046,0.15876562952824227,,,0.3303615618627794,0.2669048872840342,0.6850804501338148,0.45927161694635626,0.5980778770883958,0.3307333105232976
2019年10月,,0.31124259313065145,,,,0.25668669062600014,,,0.44219523780303494,,0.5553182111009392,0.5682973769141514,0.24259564666275948,0.33352524082963964,0.3849322232744851,0.3046191247974068,0.3589978688605838,0.21908077100078127,,0.47829992095997703,0.3244883788646901,0.43170553043204984,,,0.19901850342903102,0.44863593559638126,0.4108545619220394,0.3323493874971224,0.2551537968342302,0.23649970318323812,,0.46828632740649906,0.4215941681234932,0.511638125584746,,,0.2780539760643275,0.3609618887958296,0.39710447182073916,0.5104779127204154,0.34526088089467316,,0.34041642592711474,0.13932438811563935,,,0.32555154538567654,0.2650717436777942,0.6815094725016596,0.46272269198865956,0.6071709414579465,0.3331490251241693
2019年11月,,0.3106032387945866,,,,0.2529333593129211,,,0.4452297059069168,,0.5474116643469672,0.5621924416675882,0.23963254196516465,0.3400300407796565,0.3780500623577774,0.30568510775168867,0.34883919555071013,0.2121302488648475,,0.46046292357046764,0.3179834643473542,0.4310940738274206,,,0.20369531923605397,0.448372486544721,0.40820928915764754,0.33474660322695127,0.2593248158409601,0.24421156589487544,,0.47226805401612876,0.42002168121691597,0.5145856743446898,,,0.2805864084334066,0.35997922806786775,0.4048307208903493,0.5120306984402666,0.3499744610583617,,0.3400683566443967,0.13058535410021183,,,0.3200779541458205,0.25967503247414003,0.6732925618371206,0.4509111794479078,0.6064858871134575,0.32133186133633906
2019年12月,,0.30887838846058197,,,,0.25931614427687816,,,0.4421126546120581,,0.5418746407289574,0.5751395702260683,0.21225425268319542,0.3374725524343151,0.3785635996538794,0.3120376463081494,0.3595730453948835,0.20838222408960716,,0.45837615621788286,0.306682525866381,0.43011545420395214,,,0.19518371071844248,0.45238103316459244,0.4203041900717321,0.3405808432129602,0.264900478535266,0.2570884263364531,,0.4800009001134617,0.4299720760573432,0.515269676434872,,,0.28419792775448244,0.3656594357919402,0.40165270505066186,0.5063244154643132,0.3461267913943904,,0.3381738476257776,0.1242783136522998,,,0.2958976283717274,0.25482482718953176,0.6852434675566949,0.45122140503366925,0.56932188597898,0.3027721198521994
