,陽信商業銀行,中央信託局,華南商業銀行,王道商業銀行,中國信託商業銀行,台北富邦商業銀行,玉山商業銀行,臺灣新光商業銀行,樂天國際商業銀行,臺灣土地銀行,渣打國際商業銀行,彰化商業銀行,聯邦商業銀行,花蓮區中小企業銀行,日盛國際商業銀行,高雄銀行,澳盛(台灣)商業銀行,花旗(台灣)商業銀行,將來商業銀行,永豐商業銀行,京城商業銀行,連線商業銀行,中國農民銀行,臺北國際商業銀行,中華商業銀行,星展(台灣)商業銀行,三信商業銀行,上海商業儲蓄銀行,國泰世華商業銀行,第一商業銀行,合作金庫銀行,遠東國際商業銀行,交通銀行,台新國際商業銀行,華泰商業銀行,第七商業銀行,板信商業銀行,大眾商業銀行,高雄區中小企業銀行,慶豐商業銀行,中華開發工業銀行,中國輸出入銀行,兆豐國際商業銀行,臺灣中小企業銀行,台中商業銀行,臺灣銀行,元大商業銀行,凱基商業銀行,臺東區中小企業銀行,安泰商業銀行,匯豐(台灣)商業銀行,瑞興商業銀行
2018年11月,0.009691923397169025,,0.0061991770619592,0.002035384374510725,0.009177213014456688,0.007622255691050328,0.009409441294514875,0.008273289819445622,,0.005961808943346976,0.0006895324525112327,0.005811494842058051,0.002197492036611427,,0.0007480830372171312,0.003519911657119194,0.0003522642764883166,0.010858486867894944,,0.005129801891565796,0.023026406938402282,,,,,-0.002239432677055146,0.006121881087097672,0.009236670502493287,0.00699332137808393,0.006878102834715625,0.00550186585015788,0.01032983777000986,,0.009191796285165584,0.0010524100189433804,,0.0018129322500503593,,,,,0.003046505844317334,0.007529104249682144,0.008501393283899306,0.009542869180535075,0.003843551660813815,0.007183029446975635,-0.0015230858746620118,,0.005777007510109763,0.0037692656838947763,0.002424016408726459
2018年12月,0.0023181878394489337,,0.005573489903804489,0.0011555638839439084,0.008341814911120954,0.0031754745719837028,0.0071197083888737975,0.009724881588229366,,0.000807924016972766,-0.00263589243786825,0.00817523833816918,0.005786967267466393,,0.006510416666666667,0.003676470588235294,0.00042895024177195444,0.012618815088428402,,0.004981985821097897,-0.03319690768531151,,,,,0.015451250230386435,0.005441800405829183,0.011387179330936567,0.0016504430919291847,0.00664846948722948,0.004206163959415043,0.0038218268779473884,,-0.0026112261378755863,0.00042021220716461814,,0.00200816220768284,,,,,-0.001154086088583905,0.0045230960592525585,0.005893424303023174,0.010520811545701735,0.004213356371935887,-0.006684538222068488,-0.0041462495288352805,,0.013419393575502852,0.0041039134447346205,0.007227575982209044
2019年1月,0.014308063359624536,,0.009776149602777364,0.004796237274499489,0.01039278618370778,0.017750696857661202,0.014241146764139958,0.008816936488169365,,0.0063072817000705,0.014075565868394554,0.010095978004515128,0.005299794336339187,,0.0030114899925871015,0.0048040628645940565,0.00473988888457205,0.0139290658265311,,0.013182113262305725,0.018567422613051644,,,,,0.004726042016038053,0.006056157093044595,0.010263433133432155,0.012346762632025512,0.009725499223111009,0.006965853199350482,0.011529541689674213,,0.012919642355058202,0.001358979719841104,,0.0029696578437701745,,,,,0.002302641814730684,0.01004027296118134,0.011630070710829922,0.007304723167593592,0.0028080264088960324,0.008678649835345774,0.00736503036607053,,0.006858097027164028,0.021695111368238356,0.0024034017378443337
2019年2月,0.008508022774327122,,0.0065907918425790425,0.006222031508612762,0.01082402578838931,0.008023704014474133,0.01003560823548256,0.006542841603902632,,0.006266400099962514,0.002557209363320438,0.006284038542103058,0.005778772254110322,,0.003275965487011489,0.003401360544217687,0.000466345406497746,0.009961403110455217,,0.00584058982372038,0.017896265012537944,,,,,9.147735935355999e-05,0.007842422031734452,0.008956660128058033,0.010430819337245493,0.007263624036337085,0.0061970570967952365,0.007469225040522188,,0.007461957961978884,0.0034321372854914196,,0.0027675870502671045,,,,,0.0013981234076927856,0.008089437654167014,0.008271031805457959,0.007722723341159026,0.0028103446085840944,0.00735181497932302,0.005964511158606293,,0.0071661237785016286,0.00478174869894187,0.003677822728944465
2019年3月,0.010712562329097635,,0.008908976223615825,0.006106081778965915,0.01153515250880639,0.011707717228775545,0.01201330892147858,0.008441981747066493,,0.0074187375760916005,0.008621810146874052,0.00654220718647778,0.005852329418988411,,0.0044487250045863146,0.004703668861712135,-0.002650142250282552,0.013055952748105159,,0.007757473709530718,0.015564400898142478,,,,,0.0010060975609756098,0.007876154263986964,0.009957118976669815,0.01143904293655629,0.009780523187795405,0.006701483569810972,0.010835009407642898,,0.009221806535334153,0.0030956557630791456,,0.0025637738751442124,,,,,0.0024161323297091346,0.008712883528288539,0.009233536751981054,0.009124311083894672,0.0016023538672014094,0.009356016625439615,0.00486745177465985,,0.005794969848507133,0.008799329574889532,0.002936857562408223
2019年4月,0.009548970302702358,,0.008697935978247435,0.005701529457902199,0.006099112183089294,0.010368987445834638,0.012116021612362877,0.007820408163265307,,0.007732385809230996,0.004702025321916183,0.006192524473450015,0.00587879475256134,,0.003495362818660577,0.003992812936713915,,0.011392557356112278,,0.006010226355291092,0.012510947078693857,,,,,0.001159102000976086,0.006299496040316775,0.009940758549700194,0.009954395197917349,0.008336916866650945,0.006870774473698675,0.008136364612180933,,0.00859591009882559,0.0028782894736842104,,0.006184252470513229,,,,,0.001854140914709518,0.009158076361544927,0.00915558862993156,0.008241758241758242,0.005002758760992661,0.00828096797914299,0.009070918086860913,,0.009629694476057079,0.005255468913047603,0.002738725579696914
2019年5月,0.010384215991692628,,0.007969469667061456,0.0037434115955917585,0.011689974726200505,0.010912547328841579,0.011310401463259859,0.009139941220166004,,0.007407407407407408,0.009266772003245506,0.007606075069452094,0.005158145334996032,,0.005273139368148388,0.004640986541139031,,0.014049639624003142,,0.008739861464685335,0.01061317823677081,,,,,0.004933353761299219,0.007067453927357309,0.010747617505877053,0.012477213853976783,0.00977928569484637,0.007103820134203612,0.0068924183398261915,,0.008326660242402856,0.0027663934426229507,,0.006257110352673493,,,,,0.002079955953873918,0.007049711699954,0.009524232893610873,0.008327494745270744,0.005234627288432542,0.01067409014055642,0.00046787777096576427,,0.0069468565474122956,0.008550522075145934,0.005625113409544547
2019年6月,0.011214953271028037,,0.00886386994788107,-0.0006320351531932824,0.011189640785386108,0.009194204107161472,0.011867590454195534,0.008618618137545456,,0.00645032342466749,0.003997157576834251,0.006463597247758591,0.005321920357275772,,0.004091577785950718,0.005293105729786952,,0.01206378277228117,,0.006410355427176818,0.011908072712562891,,,,,-0.0004873014963022416,0.005899972769356449,0.012812237300348264,0.01170528227465558,0.009700247615335991,0.00773342431479586,0.010905457073340286,,0.009069578254526384,0.0020429009193054137,,0.004959196484620214,,,,,0.0016021439599172712,0.010461079410870473,0.0057009060368522855,0.008762855230329216,0.0036090677075514186,0.0078950482663015,0.009032833633365727,,0.0044166920499543105,0.007110021452650934,0.0012818165171214063
2019年7月,0.007515250613168983,,0.010662545676319638,0.00467443741947083,0.013173906844264062,0.014032142618063102,0.012157647001438919,0.011038826766768995,,0.006645417368294443,0.006030883425011598,0.007608053218646647,0.008279753072850836,,0.008565700747220703,0.0052645433008686494,,0.013229388140798487,,0.009402540523571434,-0.05140014738393515,,,,,0.0002006650613461759,0.0067506750675067504,0.011528062512998781,0.013188956899110841,0.010776951742476733,0.00817070913629736,0.008128499470350433,,0.00948303457106274,0.003359804520464264,,0.00781934192418366,,,,,0.0017737714451875545,0.008303497949623335,0.0025171573054000363,0.00867447570744274,0.0038902814838773438,0.009745392170052469,0.009712264299927355,,0.011315630657815328,0.007809489036288768,0.003653635367190354
2019年8月,0.010442671862631675,,0.008522610377319672,0.0037921767691848312,0.012703038363371439,0.011369041226199425,0.013075443135693908,0.00996066089693155,,0.007776282338866457,0.004462421138247126,0.007780443648163577,0.0075930971843778386,,0.007564090950267235,0.0053059085549587316,,0.011950212318360668,,0.007880884115353691,0.011571097968629467,,,,,0.0021158574941385028,0.0069767441860465115,0.011149296386065188,0.012389117629310544,0.010842784285414872,0.007629283921228203,0.008075571930425842,,0.006363600206817007,0.0037502533954996958,,0.007811047052259624,,,,,0.001909777481987326,0.007312627003739966,0.007725577292966218,0.008513019324154193,0.0036734128084280567,0.009808095226170502,0.00735883768102269,,0.003965154701111445,0.003733451727478205,0.0041909620991253645
2019年9月,0.007086614173228346,,0.00545912078882498,0.0027233278467754004,0.011080549073796457,0.009281438648419104,0.010994933707017355,0.009204429435325533,,0.006871723841478704,0.005256126672652811,0.006641111104162888,0.005533510502748553,,0.004823296069239091,0.005206638464041653,,0.012414098869430281,,0.0038608867144536733,0.010790631072926255,,,,,-0.008149043999078554,0.005436235629623028,0.008399263426812138,0.007526015567190881,0.007449049339489726,0.007169518790860656,0.004171747641358065,,0.005479397728925139,0.0008107834194790716,,0.0035305048002477546,,,,,0.0021451140678899615,0.00839533777520077,0.008071786930281398,0.007031622437629111,0.002812995667401186,0.0065362194706161175,0.006038079106677959,,0.0007517892584350755,-0.0001618384851917786,0.002360631923007082
2019年10月,0.007653980069636211,,0.005432313072779721,0.0005714973229862239,0.008659532985126209,0.009950876696975357,0.011438792063558089,0.00903075126508369,,0.005006667619183693,0.007236110808395632,0.005993887606810952,0.006964470319386256,,0.003503885719419613,0.00517464424320828,,0.009939217860009938,,0.007160030847862576,0.011071041283131163,,,,,0.006701798602359949,0.005944986690328305,0.00835904332463149,0.008874214625040053,0.009273157570009117,0.007208347069882653,0.008111092237132665,,0.008171060662741932,0.0019224931700900535,,0.00596776178171527,,,,,0.0020687042918329885,0.008094746188421369,0.006325977627125792,0.008704577304936541,0.002285705204945387,0.006900541299946284,0.003580233343278426,,0.0045837203031846374,0.01208126302292034,0.0007247689798876608
2019年11月,0.008128144817935511,,0.005290494389331599,-0.001201923076923077,0.00782587587992556,0.005472464466635539,0.009389947925257429,0.008775459666934935,,0.005170055135410436,0.007147498375568551,0.006409263058718519,0.005971808758652846,,0.0025947300138683847,0.005142049106568968,,0.010163776036979853,,0.005263672389030507,0.012478743623086926,,,,,0.0011161353099421898,0.005919773811627496,0.00825491705929184,0.006835405647401992,0.007155577733929708,0.006765780187319248,0.004798849967232522,,0.0037369989024199027,0.0038294870502872114,,0.005262191764058006,,,,,0.0015694024645431296,0.007482997861021226,0.006555485630375498,0.008589582679636021,0.0020571627505848408,0.00768788501026694,0.006512006512006512,,0.0017044944828204897,0.0056679838741867244,0.011129061209836654
2019年12月,-0.019186981997024802,,0.005504679989881103,0.0001503442884204829,0.008410084358920593,0.003856169871794872,0.009679834360780001,0.009199533112175943,,0.005857412153684223,-0.0009582716264482969,0.006613984910498545,0.005601241549082217,,0.0013383297644539614,0.005546240165097382,,0.007643672737567236,,0.006982330886149839,0.015171503957783642,,,,,0.0023671001597079626,0.010523569316402852,0.007958511366972178,0.002263109556474471,0.005695416263222317,0.0071626607190870585,0.0022207182437291146,,0.0018062900627962934,0.0016099818877037633,,0.0071146245059288534,,,,,0.0,0.005284531948799671,0.003581564368670737,0.010527957576230212,0.002705073068672929,0.0035039922534691164,0.005563173969955744,,0.009853386359589244,0.006382090383124242,0.0023276633840644584
