,臺灣銀行,臺灣土地銀行,合作金庫銀行,第一商業銀行,華南商業銀行,彰化商業銀行,上海商業儲蓄銀行,台北富邦商業銀行,國泰世華商業銀行,中國輸出入銀行,高雄銀行,兆豐國際商業銀行,花旗(台灣)商業銀行,王道商業銀行,臺灣中小企業銀行,渣打國際商業銀行,台中商業銀行,京城商業銀行,匯豐(台灣)商業銀行,瑞興商業銀行,華泰商業銀行,臺灣新光商業銀行,陽信商業銀行,板信商業銀行,三信商業銀行,聯邦商業銀行,遠東國際商業銀行,元大商業銀行,永豐商業銀行,玉山商業銀行,凱基商業銀行,星展(台灣)商業銀行,台新國際商業銀行,日盛國際商業銀行,安泰商業銀行,中國信託商業銀行,將來商業銀行,連線商業銀行,樂天國際商業銀行,中央信託局,中國農民銀行,交通銀行,澳盛(台灣)商業銀行,中華開發工業銀行,第七商業銀行,中華商業銀行,大眾商業銀行,慶豐商業銀行,臺北國際商業銀行,高雄區中小企業銀行,花蓮區中小企業銀行,臺東區中小企業銀行,臺灣銀行-排名,臺灣銀行-市佔率,臺灣土地銀行-排名,臺灣土地銀行-市佔率,合作金庫銀行-排名,合作金庫銀行-市佔率,第一商業銀行-排名,第一商業銀行-市佔率,華南商業銀行-排名,華南商業銀行-市佔率,彰化商業銀行-排名,彰化商業銀行-市佔率,上海商業儲蓄銀行-排名,上海商業儲蓄銀行-市佔率,台北富邦商業銀行-排名,台北富邦商業銀行-市佔率,國泰世華商業銀行-排名,國泰世華商業銀行-市佔率,中國輸出入銀行-排名,中國輸出入銀行-市佔率,高雄銀行-排名,高雄銀行-市佔率,兆豐國際商業銀行-排名,兆豐國際商業銀行-市佔率,花旗(台灣)商業銀行-排名,花旗(台灣)商業銀行-市佔率,王道商業銀行-排名,王道商業銀行-市佔率,臺灣中小企業銀行-排名,臺灣中小企業銀行-市佔率,渣打國際商業銀行-排名,渣打國際商業銀行-市佔率,台中商業銀行-排名,台中商業銀行-市佔率,京城商業銀行-排名,京城商業銀行-市佔率,匯豐(台灣)商業銀行-排名,匯豐(台灣)商業銀行-市佔率,瑞興商業銀行-排名,瑞興商業銀行-市佔率,華泰商業銀行-排名,華泰商業銀行-市佔率,臺灣新光商業銀行-排名,臺灣新光商業銀行-市佔率,陽信商業銀行-排名,陽信商業銀行-市佔率,板信商業銀行-排名,板信商業銀行-市佔率,三信商業銀行-排名,三信商業銀行-市佔率,聯邦商業銀行-排名,聯邦商業銀行-市佔率,遠東國際商業銀行-排名,遠東國際商業銀行-市佔率,元大商業銀行-排名,元大商業銀行-市佔率,永豐商業銀行-排名,永豐商業銀行-市佔率,玉山商業銀行-排名,玉山商業銀行-市佔率,凱基商業銀行-排名,凱基商業銀行-市佔率,星展(台灣)商業銀行-排名,星展(台灣)商業銀行-市佔率,台新國際商業銀行-排名,台新國際商業銀行-市佔率,日盛國際商業銀行-排名,日盛國際商業銀行-市佔率,安泰商業銀行-排名,安泰商業銀行-市佔率,中國信託商業銀行-排名,中國信託商業銀行-市佔率,將來商業銀行-排名,將來商業銀行-市佔率,連線商業銀行-排名,連線商業銀行-市佔率,樂天國際商業銀行-排名,樂天國際商業銀行-市佔率,中央信託局-排名,中央信託局-市佔率,中國農民銀行-排名,中國農民銀行-市佔率,交通銀行-排名,交通銀行-市佔率,澳盛(台灣)商業銀行-排名,澳盛(台灣)商業銀行-市佔率,中華開發工業銀行-排名,中華開發工業銀行-市佔率,第七商業銀行-排名,第七商業銀行-市佔率,中華商業銀行-排名,中華商業銀行-市佔率,大眾商業銀行-排名,大眾商業銀行-市佔率,慶豐商業銀行-排名,慶豐商業銀行-市佔率,臺北國際商業銀行-排名,臺北國際商業銀行-市佔率,高雄區中小企業銀行-排名,高雄區中小企業銀行-市佔率,花蓮區中小企業銀行-排名,花蓮區中小企業銀行-市佔率,臺東區中小企業銀行-排名,臺東區中小企業銀行-市佔率
2017年11月,702.0,755.0,1178.0,494.0,712.0,659.0,265.0,533.0,3060.0,,92.0,536.0,76.0,,430.0,211.0,209.0,78.0,46.0,44.0,66.0,623.0,132.0,122.0,65.0,922.0,146.0,364.0,836.0,782.0,144.0,66.0,3147.0,109.0,71.0,5588.0,,,,,,,11.0,,,,,140.0,,,,,10.0,0.02998206201417955,8.0,0.032245664986760056,4.0,0.05031177927735543,15.0,0.021098488084052278,9.0,0.03040915691466644,11.0,0.02814555394208593,18.0,0.011318014862902537,14.0,0.02276415819595114,3.0,0.13069103954898778,,,27.0,0.003929273084479371,13.0,0.022892286666097206,29.0,0.0032459212437003504,,,16.0,0.01836508072093619,19.0,0.00901170240027334,20.0,0.008926283420175964,28.0,0.0033313402237977277,34.0,0.0019646365422396855,35.0,0.001879217562142308,31.5,0.002818826343213462,12.0,0.026608012300333134,24.0,0.005637652686426924,25.0,0.0052105577859400355,33.0,0.002776116853164773,5.0,0.039378149824891094,21.0,0.006235585547108568,17.0,0.01554625437772273,6.0,0.035705133680703854,7.0,0.03339882121807466,22.0,0.00615016656701119,31.5,0.002818826343213462,2.0,0.13440676518322373,26.0,0.004655334415307081,30.0,0.003032373793456906,1.0,0.2386606303920731,,,,,,,,,,,,,36.0,0.000469804390535577,,,,,,,,,23.0,0.005979328606816435,,,,,,,,
2017年12月,703.0,703.0,1172.0,489.0,709.0,654.0,265.0,533.0,3201.0,,92.0,539.0,76.0,,430.0,210.0,207.0,78.0,46.0,41.0,66.0,623.0,133.0,122.0,66.0,916.0,146.0,389.0,829.0,786.0,146.0,74.0,3143.0,109.0,70.0,5614.0,,,,,,,,,,,,,,,,,9.5,0.030068434559452524,9.5,0.030068434559452524,4.0,0.050128314798973485,15.0,0.0209153122326775,8.0,0.030325064157399488,11.0,0.02797262617621899,18.0,0.011334473909324209,14.0,0.0227972626176219,2.0,0.13691189050470487,,,26.0,0.003934987168520102,13.0,0.02305389221556886,28.0,0.0032506415739948676,,,16.0,0.018391787852865698,19.0,0.008982035928143712,20.0,0.00885372112917023,27.0,0.003336184773310522,33.0,0.001967493584260051,34.0,0.0017536355859709154,31.5,0.0028229255774165954,12.0,0.026646706586826347,23.0,0.005688622754491018,24.0,0.005218135158254918,31.5,0.0028229255774165954,5.0,0.03917878528656972,21.5,0.006244653550042772,17.0,0.01663815226689478,6.0,0.03545765611633875,7.0,0.03361847733105218,21.5,0.006244653550042772,29.0,0.003165098374679213,3.0,0.1344311377245509,25.0,0.0046621043627031655,30.0,0.0029940119760479044,1.0,0.2401197604790419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年1月,704.0,697.0,1177.0,489.0,709.0,653.0,265.0,534.0,3241.0,,92.0,539.0,76.0,,427.0,210.0,207.0,78.0,46.0,40.0,66.0,623.0,131.0,122.0,66.0,914.0,146.0,499.0,828.0,798.0,146.0,74.0,3150.0,109.0,70.0,5640.0,,,,,,,,,,,,,,,,,9.0,0.029873546634982602,10.0,0.029576508529237037,4.0,0.04994483578036154,16.0,0.020750233387083084,8.0,0.03008571671051515,11.0,0.027709411864550625,18.0,0.011245014003224986,14.0,0.022659764066876007,2.0,0.1375286429601969,,,26.0,0.003903929389798863,13.0,0.022871934142408554,28.0,0.003224985148094713,,,17.0,0.018119324450479504,19.0,0.00891114317236697,20.0,0.00878384112704744,27.0,0.0033098531783077316,33.0,0.0019519646948994314,34.0,0.0016973606042603752,31.5,0.002800644997029619,12.0,0.026436391411355342,23.0,0.0055588559789527285,24.0,0.005176949842994144,31.5,0.002800644997029619,5.0,0.03878468980734957,21.5,0.006195366205550369,15.0,0.02117457353814818,6.0,0.03513536450818976,7.0,0.033862344054994484,21.5,0.006195366205550369,29.0,0.003140117117881694,3.0,0.13366714758550455,25.0,0.004625307646609522,30.0,0.0029703810574556564,1.0,0.2393278452007129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年2月,704.0,696.0,1179.0,489.0,709.0,653.0,265.0,536.0,3260.0,,92.0,539.0,76.0,,426.0,210.0,206.0,78.0,46.0,40.0,66.0,623.0,131.0,122.0,66.0,912.0,146.0,498.0,826.0,796.0,146.0,74.0,3156.0,109.0,70.0,5660.0,,,,,,,,,,,,,,,,,9.0,0.029824189790298664,10.0,0.029485278542681636,4.0,0.04994704511755984,16.0,0.020715950010590976,8.0,0.030036009320059308,11.0,0.0276636305867401,18.0,0.011226435077314129,14.0,0.02270705359034103,2.0,0.13810633340393985,,,26.0,0.0038974793475958485,13.0,0.022834145308197416,28.0,0.003219656852361788,,,17.0,0.01804702393560686,19.0,0.008896420249947044,20.0,0.00872696462613853,27.0,0.0033043846642660454,33.0,0.0019487396737979243,34.0,0.0016945562380851515,31.5,0.0027960177928405,12.0,0.026392713408176234,23.0,0.005549671679728871,24.0,0.005168396526159712,31.5,0.0027960177928405,5.0,0.03863588222834145,21.5,0.006185130269010803,15.0,0.021097225164160134,6.0,0.03499258631645838,7.0,0.03372166913789451,21.5,0.006185130269010803,29.0,0.0031349290404575304,3.0,0.13370048718491845,25.0,0.004617665748782038,30.0,0.002965473416649015,1.0,0.23977970768904894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年3月,704.0,695.0,1182.0,487.0,711.0,652.0,266.0,532.0,3439.0,,93.0,537.0,76.0,,425.0,202.0,206.0,78.0,46.0,42.0,66.0,626.0,131.0,122.0,65.0,648.0,146.0,484.0,825.0,810.0,146.0,72.0,3163.0,109.0,70.0,5661.0,,,,,,,,,,,,,,,,,8.0,0.02993579112982098,9.0,0.02955308925458179,4.0,0.050261512948080116,15.0,0.02070842369349832,7.0,0.030233448143895905,10.0,0.027724624739550112,18.0,0.011310966534847132,14.0,0.022621933069694265,2.0,0.1462346387719522,,,26.0,0.003954586044138283,13.0,0.022834545222604925,28.0,0.0032317047242420376,,,17.0,0.01807203299740613,20.0,0.008589530977590678,19.0,0.008759620699919207,27.0,0.003316749585406302,33.0,0.0019560318067780753,34.0,0.0017859420844495472,31.0,0.002806480418420717,12.0,0.02661904154441468,23.0,0.005570438406259302,24.0,0.005187736531020113,32.0,0.002763957987838585,11.0,0.027554535017221583,21.5,0.006208274864991283,16.0,0.020580856401751925,5.0,0.03508100523025896,6.0,0.03444316877152698,21.5,0.006208274864991283,29.0,0.0030616150019135095,3.0,0.13449844793128377,25.0,0.004634944933452396,30.0,0.002976570140749245,1.0,0.24071947952544967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年4月,703.0,696.0,1184.0,471.0,710.0,652.0,266.0,532.0,3552.0,,93.0,537.0,76.0,,425.0,203.0,206.0,79.0,46.0,43.0,65.0,627.0,130.0,122.0,65.0,537.0,144.0,486.0,825.0,810.0,147.0,72.0,3173.0,109.0,70.0,5680.0,,,,,,,,,,,,,,,,,8.0,0.02986913664174031,9.0,0.02957171991842284,4.0,0.05030591434398368,16.0,0.0200118966689327,7.0,0.030166553365057785,10.0,0.02770224337185588,18.0,0.011301835486063902,14.0,0.022603670972127805,2.0,0.15091774303195105,,,26.0,0.003951393609789259,12.5,0.02281611148878314,28.0,0.003229095853161115,,,17.0,0.018057443915703603,20.0,0.008625084976206662,19.0,0.008752549286199864,27.0,0.0033565601631543166,33.0,0.001954452753229096,34.0,0.001826988443235894,31.5,0.0027617267165193746,11.0,0.0266400407885792,23.0,0.005523453433038749,24.0,0.005183548606390211,31.5,0.0027617267165193746,12.5,0.02281611148878314,22.0,0.006118286879673691,15.0,0.02064921821889871,5.0,0.03505268524813052,6.0,0.03441536369816452,21.0,0.006245751189666893,29.0,0.0030591434398368456,3.0,0.13481475186947656,25.0,0.004631203263086336,30.0,0.002974167233174711,1.0,0.24133242692046228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年5月,703.0,688.0,1187.0,464.0,706.0,653.0,266.0,532.0,3740.0,,93.0,538.0,76.0,,425.0,199.0,206.0,78.0,46.0,42.0,65.0,630.0,130.0,122.0,66.0,558.0,144.0,487.0,825.0,818.0,144.0,72.0,3185.0,109.0,70.0,5673.0,,,,,,,,,,,,,,,,,8.0,0.02961246840775063,9.0,0.02898062342038753,4.0,0.05,16.0,0.019545071609098567,7.0,0.02973883740522325,10.0,0.02750631844987363,18.0,0.011204717775905645,14.0,0.02240943555181129,2.0,0.15754001684919966,,,26.0,0.003917438921651221,13.0,0.02266217354675653,28.0,0.0032013479359730415,,,17.0,0.017902274641954506,20.0,0.008382476832350463,19.0,0.008677337826453243,27.0,0.003285593934288121,33.0,0.0019376579612468408,34.0,0.0017691659646166806,32.0,0.002737994945240101,11.0,0.02653748946925021,23.0,0.005475989890480202,24.0,0.005139005897219882,31.0,0.002780117944397641,12.0,0.02350463352990733,21.5,0.006065711878685763,15.0,0.020513900589721988,5.0,0.03475147430497051,6.0,0.03445661331086773,21.5,0.006065711878685763,29.0,0.0030328559393428814,3.0,0.13416175231676494,25.0,0.004591406908171862,30.0,0.0029486099410278013,1.0,0.2389637742207245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年6月,704.0,687.0,1187.0,469.0,705.0,655.0,267.0,532.0,3802.0,,93.0,539.0,76.0,,426.0,198.0,204.0,78.0,46.0,42.0,65.0,633.0,128.0,122.0,66.0,569.0,145.0,485.0,824.0,819.0,143.0,72.0,3186.0,109.0,70.0,5704.0,,,,,,,,,,,,,,,,,8.0,0.02951781970649895,9.0,0.02880503144654088,4.0,0.049769392033542977,16.0,0.019664570230607966,7.0,0.029559748427672956,10.0,0.027463312368972745,18.0,0.01119496855345912,14.0,0.02230607966457023,2.0,0.15941299790356395,,,26.0,0.00389937106918239,13.0,0.02259958071278826,28.0,0.0031865828092243185,,,17.0,0.017861635220125786,20.0,0.00830188679245283,19.0,0.008553459119496854,27.0,0.003270440251572327,33.0,0.0019287211740041928,34.0,0.001761006289308176,32.0,0.0027253668763102725,11.0,0.026540880503144654,23.0,0.005366876310272536,24.0,0.0051153039832285115,31.0,0.002767295597484277,12.0,0.023857442348008386,21.0,0.006079664570230608,15.0,0.020335429769392035,5.0,0.03454926624737945,6.0,0.034339622641509436,22.0,0.005995807127882599,29.0,0.0030188679245283017,3.0,0.13358490566037737,25.0,0.004570230607966457,30.0,0.0029350104821802936,1.0,0.23916142557651993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年7月,706.0,681.0,1182.0,466.0,700.0,655.0,267.0,531.0,3825.0,,93.0,538.0,76.0,,425.0,196.0,206.0,78.0,46.0,42.0,66.0,636.0,128.0,123.0,66.0,598.0,145.0,485.0,825.0,822.0,142.0,72.0,3200.0,108.0,70.0,5754.0,,,,,,,,,,,,,,,,,7.0,0.029474387341877843,9.0,0.02843067674195299,4.0,0.049346637164447045,16.0,0.019454765582599256,8.0,0.02922389679789588,10.0,0.027345217718031143,18.0,0.011146829207197428,14.0,0.022168413142403875,2.0,0.1596877217885025,,,26.0,0.0038826034317204525,13.0,0.022460652110382832,28.0,0.003172880223771553,,,17.0,0.017743080198722498,20.0,0.008182691103410846,19.0,0.008600175343380787,27.0,0.003256377071765541,33.0,0.0019204275038617292,34.0,0.0017534338078737527,31.5,0.0027553959838016117,11.0,0.026551997662088257,23.0,0.005343798271615246,24.0,0.005135056151630276,31.5,0.0027553959838016117,12.0,0.02496555755020248,21.0,0.006053521479564146,15.0,0.020247985638542146,5.0,0.03444244979752014,6.0,0.03431720452552916,22.0,0.005928276207573164,29.0,0.003005886527783576,3.0,0.13359495679038116,25.0,0.004508829791675364,30.0,0.002922389679789588,1.0,0.24022043167870413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年8月,707.0,684.0,1183.0,467.0,700.0,655.0,267.0,533.0,3859.0,,92.0,539.0,73.0,,425.0,195.0,207.0,77.0,46.0,42.0,65.0,621.0,128.0,123.0,66.0,638.0,145.0,481.0,827.0,830.0,141.0,72.0,3210.0,108.0,66.0,5760.0,,,,,,,,,,,,,,,,,7.0,0.029419107856191746,9.0,0.028462050599201066,4.0,0.04922603195739015,16.0,0.01943242343541944,8.0,0.029127829560585884,10.0,0.02725532623169108,18.0,0.011110186418109187,14.0,0.022178761651131824,2.0,0.16057756324900133,,,26.0,0.003828229027962716,13.0,0.02242842876165113,28.0,0.0030376165113182424,,,17.0,0.017684753661784288,20.0,0.008114181091877497,19.0,0.008613515312916112,27.0,0.0032040612516644473,33.0,0.001914114513981358,34.0,0.0017476697736351532,32.0,0.0027047270306258323,12.0,0.025840545938748335,23.0,0.005326231691078562,24.0,0.005118175765645805,30.5,0.0027463382157123834,11.0,0.026547936085219707,21.0,0.006033621837549933,15.0,0.020014980026631157,6.0,0.03441245006657789,5.0,0.03453728362183755,22.0,0.005867177097203728,29.0,0.002996005326231691,3.0,0.13357190412782957,25.0,0.004494007989347537,30.5,0.0027463382157123834,1.0,0.2396804260985353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年9月,707.0,685.0,1183.0,467.0,701.0,655.0,267.0,531.0,3895.0,,93.0,536.0,71.0,,425.0,196.0,208.0,77.0,46.0,42.0,65.0,622.0,128.0,124.0,66.0,653.0,145.0,484.0,826.0,837.0,142.0,72.0,3230.0,108.0,65.0,5777.0,,,,,,,,,,,,,,,,,7.0,0.029300841311285176,9.0,0.02838907538646442,4.0,0.04902814041195242,16.0,0.01935430394960421,8.0,0.02905217787724315,10.0,0.027145758216254298,18.0,0.011065522814870074,14.0,0.022006713912719134,2.0,0.16142401259894731,,,26.0,0.003854283227651374,13.0,0.022213933441087488,29.0,0.0029425173028306186,,,17.0,0.01761365991131004,20.0,0.008123005512039455,19.0,0.008620332380123504,27.0,0.003191180736872643,33.0,0.0019064196609888517,34.0,0.0017406440382941688,31.5,0.002693853868788595,12.0,0.025778109329023167,23.0,0.005304819926229848,24.0,0.0051390443035351655,30.0,0.0027352977744622654,11.0,0.027062870404906958,21.0,0.006009366322682249,15.0,0.020058850346056614,6.0,0.034232666086451986,5.0,0.034688549048862365,22.0,0.005885034605661237,28.0,0.0029839612085042896,3.0,0.13386381532595631,25.0,0.004475941812756434,31.5,0.002693853868788595,1.0,0.23942144307679555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年10月,706.0,683.0,1181.0,476.0,701.0,655.0,267.0,533.0,3916.0,,93.0,537.0,71.0,,423.0,195.0,208.0,77.0,46.0,43.0,65.0,622.0,130.0,124.0,67.0,701.0,145.0,485.0,821.0,847.0,142.0,72.0,3344.0,108.0,65.0,5789.0,,,,,,,,,,,,,,,,,7.0,0.02900813542608267,10.0,0.028063111184156463,4.0,0.04852494042238475,16.0,0.01955789300682061,8.5,0.028802695373490016,11.0,0.026912646889637605,18.0,0.010970498808447695,14.0,0.02189990960637686,2.0,0.16090064919056618,,,26.0,0.0038211849782233544,13.0,0.022064261648450982,29.0,0.002917248746815679,,,17.0,0.017380228449338484,20.0,0.008012162051113485,19.0,0.008546306187854385,27.0,0.0031637768099268635,33.0,0.0018900484838524118,34.0,0.0017667844522968198,31.5,0.002670720683704495,12.0,0.02555674254252609,23.0,0.00534144136740899,24.0,0.005094913304297806,30.0,0.0027528967047415562,8.5,0.028802695373490016,21.0,0.00595776152518695,15.0,0.019927685101487385,6.0,0.0337332566357137,5.0,0.03480154490919549,22.0,0.005834497493631358,28.0,0.00295833675733421,3.0,0.13739830717396664,25.0,0.004437505136001315,31.5,0.002670720683704495,1.0,0.2378584928917742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年11月,704.0,684.0,1180.0,477.0,701.0,655.0,267.0,531.0,3946.0,,93.0,549.0,71.0,,423.0,195.0,208.0,77.0,46.0,43.0,65.0,624.0,130.0,125.0,67.0,797.0,145.0,485.0,814.0,857.0,137.0,70.0,3365.0,108.0,65.0,5793.0,,,,,,,,,,,,,,,,,8.0,0.028738212842388863,10.0,0.027921786341184633,4.0,0.048169163571049514,16.0,0.019471772053720863,9.0,0.02861574886720823,11.0,0.026737967914438502,18.0,0.010899293791076459,14.0,0.021676123606972283,2.0,0.1610809486875944,,,26.0,0.003796383230599665,13.0,0.022410907458056087,28.0,0.002898314079275013,,,17.0,0.017267420500469446,20.0,0.007960158386741233,19.0,0.008490835612523983,27.0,0.003143242029636282,33.0,0.001877780952769727,34.0,0.0017553169775890926,31.5,0.0026533861289137445,12.0,0.025472506837571948,23.0,0.005306772257827489,24.0,0.0051026656325264316,30.0,0.0027350287790341675,7.0,0.03253459607298853,21.0,0.005919092133730661,15.0,0.019798342654202557,6.0,0.03322855859901212,5.0,0.034983875576601216,22.0,0.005592521533248969,29.0,0.002857492754214802,3.0,0.13736375882761154,25.0,0.004408703106502837,31.5,0.0026533861289137445,1.0,0.23647793607380496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018年12月,702.0,684.0,1176.0,479.0,701.0,656.0,267.0,533.0,3984.0,,93.0,549.0,71.0,,424.0,191.0,208.0,77.0,46.0,43.0,65.0,620.0,130.0,125.0,67.0,859.0,145.0,487.0,818.0,865.0,133.0,44.0,3436.0,107.0,65.0,5827.0,,,,,,,,,,,,,,,,,8.0,0.028447542245815943,10.0,0.027718118085666814,4.0,0.047655711796409615,16.0,0.019410787372857317,9.0,0.02840701868136321,11.0,0.026583458280990395,18.0,0.010819791708878713,14.0,0.021599059853304698,2.0,0.16144588077967337,,,26.0,0.0037686914941038215,13.0,0.022247436884548364,28.0,0.0028771730761437777,,,17.0,0.017181991327957207,20.0,0.007740000810471289,19.0,0.008428901406167687,27.0,0.0031203144628601533,32.0,0.001864083964825546,34.0,0.0017425132714673584,30.5,0.002634031689427402,12.0,0.025124609960692143,23.0,0.005268063378854804,24.0,0.005065445556591158,29.0,0.0027150788183328604,6.0,0.03480974186489444,21.0,0.005875916845645743,15.0,0.01973497588847915,7.0,0.03314827572233254,5.0,0.03505288325161081,22.0,0.005389634072212992,33.0,0.0017830368359200875,3.0,0.13923896745957776,25.0,0.004336021396442031,30.5,0.002634031689427402,1.0,0.2361308100660534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年1月,704.0,684.0,1176.0,479.0,700.0,656.0,267.0,534.0,4015.0,,93.0,548.0,71.0,,427.0,190.0,206.0,77.0,46.0,43.0,65.0,622.0,130.0,125.0,67.0,863.0,145.0,485.0,818.0,866.0,133.0,44.0,3480.0,103.0,65.0,5836.0,,,,,,,,,,,,,,,,,8.0,0.028429511771594716,10.0,0.027621855187174412,4.0,0.0474902071639139,16.0,0.019343375196866294,9.0,0.028267980454710656,11.0,0.026491135968985988,18.0,0.010782215402011065,14.0,0.02156443080402213,2.0,0.16213705932237613,,,26.0,0.003755603117554416,13.0,0.022129790413116343,28.0,0.002867180874692081,,,17.0,0.0172434680773735,20.0,0.007672737551992893,19.0,0.008318862819529137,27.0,0.0031094778500181724,32.0,0.0018576101441667003,34.0,0.0017364616565036547,30.5,0.0026248838993659894,12.0,0.02511811977547147,23.0,0.005249767798731979,24.0,0.005047853652626903,29.0,0.00270564955780802,6.0,0.03485038161773614,21.0,0.005855510237047208,15.0,0.019585672172192384,7.0,0.033033154302790455,5.0,0.03497153010539918,22.0,0.005370916286395025,33.0,0.0017768444857246698,3.0,0.14053224568913297,25.0,0.0041594314097645685,30.5,0.0026248838993659894,1.0,0.23567419133384485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年2月,704.0,684.0,1176.0,479.0,700.0,656.0,267.0,534.0,4030.0,,93.0,548.0,71.0,,427.0,187.0,206.0,77.0,46.0,43.0,65.0,620.0,130.0,125.0,67.0,864.0,145.0,485.0,814.0,879.0,133.0,42.0,3491.0,92.0,65.0,5853.0,,,,,,,,,,,,,,,,,8.0,0.028389386240825872,10.0,0.027582869586256956,4.0,0.04742317928865231,16.0,0.01931607387692556,9.0,0.028228082909912088,11.0,0.02645374626986047,18.0,0.01076699733849504,14.0,0.02153399467699008,2.0,0.16251310589563675,,,25.0,0.003750302443745463,13.0,0.02209855633518832,28.0,0.002863134123719655,,,17.0,0.017219130575046374,20.0,0.007540930720219372,19.0,0.008307121542059844,27.0,0.0031050891200903297,32.0,0.0018549883055085088,33.0,0.0017340108073231712,30.5,0.00262117912734898,12.0,0.025002016291636422,23.0,0.00524235825469796,24.0,0.0050407290910557305,29.0,0.0027018307928058714,6.0,0.03484151947737721,21.0,0.005847245745624647,15.0,0.019558028873296232,7.0,0.032825227840954915,5.0,0.035446406968303895,22.0,0.005363335752883297,34.0,0.0016936849745947254,3.0,0.14077748205500443,26.0,0.0037099766110170176,30.5,0.00262117912734898,1.0,0.2360270989595935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年3月,705.0,684.0,1174.0,480.0,700.0,655.0,267.0,535.0,4060.0,,93.0,548.0,71.0,,427.0,187.0,206.0,77.0,46.0,43.0,65.0,617.0,130.0,125.0,66.0,868.0,144.0,483.0,814.0,880.0,133.0,41.0,3504.0,88.0,65.0,5874.0,,,,,,,,,,,,,,,,,8.0,0.028364514182257092,10.0,0.02751961375980688,4.0,0.04723395695031181,16.0,0.01931200965600483,9.0,0.02816334741500704,11.0,0.026352846509756587,18.0,0.010742305371152686,14.0,0.02152484409575538,2.0,0.16334741500704084,,,25.0,0.0037417018708509353,13.0,0.02204787769060551,28.0,0.0028565680949507143,,,17.0,0.017179641923154295,20.0,0.007523637095151881,19.0,0.008288070810702071,27.0,0.0030979682156507746,32.0,0.0018507342587004627,33.0,0.0017300341983504325,30.5,0.002615167974250654,12.0,0.024823979078656206,23.0,0.005230335948501308,24.0,0.005029169181251257,29.0,0.002655401327700664,6.0,0.03492255079460873,21.0,0.005793602896801448,15.0,0.019432709716354857,7.0,0.03274994970830819,5.0,0.03540535103600885,22.0,0.005351036008851338,34.0,0.0016495674914504125,3.0,0.14097767048883525,26.0,0.0035405351036008853,30.5,0.002615167974250654,1.0,0.23633071816535908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年4月,707.0,684.0,1172.0,480.0,700.0,657.0,268.0,535.0,4082.0,,93.0,548.0,71.0,,427.0,187.0,207.0,77.0,46.0,43.0,65.0,618.0,130.0,125.0,67.0,866.0,144.0,483.0,817.0,881.0,133.0,41.0,3507.0,88.0,65.0,5883.0,,,,,,,,,,,,,,,,,8.0,0.028396995621962486,10.0,0.027473189540908542,4.0,0.0470739446519661,16.0,0.019279431256777925,9.0,0.02811583724946781,11.0,0.026388721532714786,18.0,0.010764349118367674,14.0,0.021488532754950395,2.0,0.16395549664618228,,,25.0,0.003735389806000723,13.0,0.022010684018154796,28.0,0.002851749206731735,,,17.0,0.017150660722175363,20.0,0.0075109450937864,19.0,0.00831425472948548,27.0,0.003092742097441459,32.0,0.0018476121621078844,33.0,0.0017271157167530224,30.5,0.0026107563160220107,12.0,0.02482226774310158,23.0,0.0052215126320440215,24.0,0.005020685223119251,29.0,0.0026910872795919186,6.0,0.03478330722577017,21.0,0.0057838293770333775,15.0,0.019399927702132787,7.0,0.03281519861830743,5.0,0.03538578945254448,22.0,0.005342009077398883,34.0,0.0016467847531831145,3.0,0.1408603446198337,26.0,0.003534562397075953,30.5,0.0026107563160220107,1.0,0.23629352934088443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
