,中華商業銀行,華泰商業銀行,臺灣土地銀行,中華開發工業銀行,匯豐(台灣)商業銀行,中國農民銀行,臺北國際商業銀行,元大商業銀行,澳盛(台灣)商業銀行,上海商業儲蓄銀行,第七商業銀行,台北富邦商業銀行,合作金庫銀行,交通銀行,臺灣銀行,板信商業銀行,凱基商業銀行,星展(台灣)商業銀行,王道商業銀行,台中商業銀行,臺灣中小企業銀行,臺灣新光商業銀行,彰化商業銀行,渣打國際商業銀行,高雄區中小企業銀行,樂天國際商業銀行,國泰世華商業銀行,安泰商業銀行,台新國際商業銀行,陽信商業銀行,華南商業銀行,聯邦商業銀行,中央信託局,將來商業銀行,臺東區中小企業銀行,第一商業銀行,玉山商業銀行,中國信託商業銀行,中國輸出入銀行,京城商業銀行,兆豐國際商業銀行,三信商業銀行,日盛國際商業銀行,大眾商業銀行,花蓮區中小企業銀行,高雄銀行,遠東國際商業銀行,花旗(台灣)商業銀行,永豐商業銀行,瑞興商業銀行,慶豐商業銀行,連線商業銀行
2020年5月,,13.982859407510155,16.44173015798822,,11.482314983667662,,,9.858211094653353,,7.502251450086496,,12.834610701953975,14.687288845878012,,12.75219603020692,14.034170854271357,11.388271717355673,11.80139955236989,,12.260960609719287,16.398193247575037,13.869710852422081,12.271759780254353,12.586968409540235,,,12.037130458010921,8.095180584311018,11.920275771254202,15.041936702606876,13.084883763007841,12.088634049622208,,,,13.11905553558591,14.360124814264488,10.586919234993658,,6.4876024563837715,11.135636882331651,13.393162393162394,10.909155905089593,,,16.320966405303754,12.479403816231267,6.989840925524223,13.331948911005776,15.681761454804779,,
2020年6月,,13.476570977606787,16.425295158529863,,12.236533675844907,,,10.465659831603094,,8.03339505133816,,12.670642360681688,14.86677276927816,,12.747399785911712,13.796863067614405,11.615587159691183,11.340594508736102,,12.498298474362405,16.271954292350603,13.813936909641775,12.58044732376986,13.268959954657424,,,11.853591100269544,8.563762795833707,11.797011439680228,15.24977506893049,13.39111760334179,12.137923102783233,,,,14.048626152754789,14.45123572243592,11.186459545445373,,6.2635011611245615,10.996059023326227,13.589857803666266,10.842285460204536,,,16.023887147335422,12.7204830897616,7.727446535921947,12.971504287531902,15.923793859649123,,
2020年7月,,13.673154428388873,16.535765160471755,,11.606484158475066,,,10.329258826509351,,8.249681952909048,,12.366726873321943,14.743108220960844,,12.828135301515854,13.780877651845394,11.243938628614725,11.38685305186904,,12.405730006640736,16.598354818400438,13.778485481450973,12.563934426229508,13.27113525258012,,,11.814092503494825,8.579392644046665,12.35696176793895,15.302096741897651,13.278497932008474,12.22650816614666,,,,13.985724920290838,14.464233432475137,11.395833471686334,,6.05792675709585,10.923451778777633,13.714675070266587,10.935443878680541,,,15.709044633434726,12.519311877999627,7.741900457800211,13.045941262718266,16.019475791772845,,
2020年8月,,13.588719153936545,16.360725408214183,,11.201656248755823,,,10.190078685169997,,8.042495863552832,,12.112620571792718,14.747066734684413,,12.866332225596667,13.866899360093077,10.947400678903696,11.398561191831648,,12.225027256663784,16.919820014621237,13.925998123937386,12.5467174108261,13.507694635369386,,,11.81383820676039,8.315246318528594,12.1957924104325,14.879002573824481,13.424054899829947,11.874937846132744,,,,13.884202115551673,14.369188817572057,11.266578043719921,,6.145879992534528,10.764259530029728,13.78593816179585,10.821655208884188,,,15.817123754101406,12.716296495622116,7.292878118983255,13.139303299501726,16.081488203266787,,
2020年9月,,13.688893234258897,16.49572894899998,,11.745266542293495,,,10.333565133015282,,8.080814227386934,,12.181703139134283,14.86272005261028,,12.997958110895974,14.055677867902665,10.7460685420713,11.461811923369918,,12.180688033151027,17.06966356890714,13.581536889732176,12.5410418335096,13.530931060524328,,,11.68298010133462,8.217350222930877,12.147704365191506,14.942731519648255,13.601986403497687,12.105853785447923,,,,14.260549469447323,14.575262187391957,11.059199941977003,,6.22006964081232,10.65754733577788,13.726335205835499,10.651435859096706,,,15.647971803116498,12.786768805104169,6.776516943996446,12.851893725268514,15.811050724637681,,
2020年10月,,13.70663290152917,16.52836588873673,,11.781689026079386,,,10.33280774862034,,8.04999574086087,,11.72375819832549,14.926850808283008,,13.019955213924975,14.088485895221647,10.620151313137578,11.228436259187294,,12.191222279908033,17.081221251504953,13.728352351188313,12.747876287653176,13.803042709994397,,,11.710312369880931,8.07769018062011,12.057448400573673,15.0514030160072,13.631923947762099,12.509170882664858,,,,14.241757529458065,14.646836578966923,11.201661970079302,,6.186177552897884,10.493680420135988,13.222839655311267,10.710795902285264,,,15.806425801686466,12.962627219910173,6.996230443019107,13.208749270286049,15.831590335376848,,
2020年11月,,13.825948450622647,16.514025492626242,,11.58112566427626,,,10.390599831710542,,7.87475674444336,,11.67534462126994,14.93902171074178,,13.034216344204179,14.162976034610349,10.659444082979013,10.883691458503478,,11.953300657762878,16.867564785847488,13.857352517985612,12.839621436521886,13.675518886167334,,,11.825234476904283,8.022048489107519,12.150319558990033,15.034843674325996,13.594018158804827,11.80905485345523,,,,14.195113750471405,14.666121335288224,11.065603460799665,,5.984604925546613,11.280961617786929,13.225258434169405,10.880300122142733,,,15.685377387459313,13.246947166029168,7.35824270588799,13.221221271719624,15.540010789426363,,
2020年12月,,13.816982766920189,16.76907898488737,,12.91870697030187,,,10.572101691906763,,7.775139348348212,,11.821468503703434,15.149658849409045,,13.094920218875963,14.320901013073746,10.648075717314066,10.648394148310071,,11.694388760088552,17.126273303863154,13.928792791758731,12.954938690447342,14.393608327239882,,0.007054493405582251,11.894897584369597,8.025609084851821,12.196931955508422,15.62036605109349,14.19321332382763,11.414389300944132,,,,14.603425241549749,15.241468383495036,11.050880563560678,,5.891608166419785,10.659784822155851,13.363375109762913,10.897849930362117,,,15.952436479685774,12.98159773510586,7.111732857156499,13.197337055728552,14.989812332439678,,
2021年1月,,13.782633752761502,16.807176038074612,,13.49963630485735,,,10.804526898670224,,7.6257584327437264,,11.814300241802446,15.14889983252914,,13.264197986887062,14.364080395239165,10.646960582905958,10.70892175705412,,11.701262223455164,17.01195017555931,13.955861360132474,13.289842445364119,14.695193911147218,,0.03373321029426843,12.055637316192296,8.009234486925003,12.308065869326915,15.615665241893769,14.363914705330423,11.953303343628306,,,,14.900743679637257,15.114379503157426,11.317772774815683,,5.797598006856753,10.955114134092762,13.394853875476493,10.96001040943789,,,15.20790477291113,12.673428157459748,7.112695457222655,13.299492313801123,14.981540646077388,,
2021年2月,,13.833877786318217,16.73288626517821,,13.358937198067633,,,10.901187402365093,,7.6325396774421455,,11.566604169656955,15.4271251440194,,13.048150390681313,14.652970852017937,10.216716408956612,10.603773059907065,,11.590033176903374,16.928667346506064,14.557944033975216,13.382665798328448,14.820814923907708,,0.06614545828618455,12.043613809398792,8.093219608856725,12.728835428795069,15.796637506834335,14.586885310698175,12.06045185565814,,,,14.849973446627722,14.902964180961693,11.420859804216963,,5.774371186188421,11.344615114069084,13.333175017810497,11.043440599419638,,,15.419447203880091,12.66291243977312,7.0248795311893515,13.395534290271133,14.78667373630258,,
2021年3月,,13.799442629252354,16.592745384961727,,12.687845358973847,,,10.865244357433424,,7.4651668720605615,,11.765548903433942,15.138052446695532,,12.93270236163692,14.726677119498264,10.257938168988817,10.586746688054872,,11.553188225468306,16.82910956511324,14.791735801822258,13.32170121259184,13.378248599469272,,0.09785301403798513,11.74182642189871,8.112809065934066,12.469861365928338,15.65147278403692,14.658725516004173,11.82378412196648,,,,14.554755340834598,14.598103418015883,11.116694209623086,,5.7267793649803505,11.299654156009586,13.222012430178586,10.821451675507827,,,14.875885289678394,12.731769464105156,6.971319383653837,13.710278189043871,14.816348195329088,,0.021100815005024004
2021年4月,,14.030500047805717,16.732001990305648,,12.24973213222747,,,10.984450303904152,,7.436968562780241,,12.052051413206193,15.160570717704891,,12.570442143060008,14.764777982060282,10.549542776482141,10.758047537259682,,11.559516188807654,17.371469122813984,15.174485024268972,13.08957345129599,13.006877175326037,,0.14513788098693758,12.520776045793312,8.060220743016442,12.001864336446575,15.487482260958043,14.589195072382806,11.731593424166826,,,,14.536143906583824,15.302315083874536,11.334000063197143,,5.746333258118115,11.16477128885691,13.124471251762493,11.191039582427143,,,15.11910471622702,13.118669294822801,6.635243977995982,13.686622424030737,15.107597173144876,,0.03944621470168114
2021年5月,,14.122641509433961,16.66977545377514,,12.763533789461048,,,11.663053625571077,,7.416201800897311,,12.278941039402206,15.350131525446232,,12.757799823778702,14.505083615756432,10.458548506086315,10.875671336027905,,11.382561710267984,17.369346284488408,15.237245196813495,12.835893003043184,13.207159734855614,,0.20151814495164813,12.590561520695493,8.06981478863283,12.47126698186606,15.374757074781035,15.13491380153807,11.754795663052544,,,,14.401501272604895,14.948553900578215,12.156921748372525,,5.89965383044142,12.076277663898829,13.139582033686837,11.105687882337628,,,14.86738290131878,12.983237528640913,7.182695277042139,14.428958090592637,14.834216101694915,,0.10051088405153265
2021年6月,,14.280261413146428,16.62018000165139,,12.220174684708093,,,11.855046278426123,,7.349694957998776,,12.261642142681916,15.608184856375454,,12.595883560172185,14.514739980125869,10.442542378039501,10.930104129461219,,11.355662626498392,17.354223109933354,15.251574512444078,13.184128199840929,13.434343434343434,,0.27660018795029756,12.753104299423217,8.08811043324243,12.147319716445423,15.263106694010622,14.477167330196647,11.436228830094436,,,,14.942865834266673,15.159475911711452,11.756538857852062,,5.754747830461577,12.14138544615131,13.05960316230042,10.994349307682354,,,15.03560948081264,13.345732682606734,7.022158831371014,13.76392685523552,14.582058047493403,,0.18247191011235955
2021年7月,,14.452614534717592,16.653194413267123,,12.236512791991101,,,11.924815708787266,,7.747186448543915,,12.233529476462824,15.497409683486834,,12.248491527216466,14.573923550087873,10.16597548055093,10.873966829054682,,11.49306584085095,18.052297814153505,15.169753130488171,13.568242581938842,13.980205467675379,,0.3191065436241611,12.549570709480909,8.24758310349833,11.925279894166932,15.455880804464568,14.567405131651585,11.484140441485307,,,,14.831197933984049,15.008946300257803,11.911085675637008,,5.680579075626781,11.87278753887275,12.905415830890295,10.754843421109154,,,15.142199226745507,13.36268237020132,7.20184611952369,13.47466368189514,14.574031890660592,,0.740455420867792
2021年8月,,14.44301872445585,16.650454468623398,,12.843829314720812,,,11.988593836441147,,7.765713660752197,,12.343316689335365,15.40538340017013,,12.135415061715713,14.663183807439825,9.881611938495,11.063662727073758,,11.368947659510281,18.341812053925455,15.39999143945555,13.392591930389177,13.75716890080429,,0.3494787827735074,12.418992959143198,8.080018501387604,11.771353114426892,15.319979079497909,14.693202808417617,11.532859569560678,,,,14.707600090477268,15.080592972858332,11.988101854843922,,5.632601231231841,12.187285299414755,13.162861610633307,10.827889608996093,,,14.80136638247417,13.419877140881168,7.293646368305209,13.553061267710032,15.107590404582886,,1.2155072798705802
2021年9月,,14.401292038761163,16.66050674357084,,12.854612458392772,,,12.202432383964526,,7.709193762038536,,12.761172937643526,15.433420777131493,,12.069584565798577,14.449349518262478,9.756122386971317,11.356248275862068,,11.272595697958776,18.866740436294656,15.406875269125878,13.446347798693541,13.303632698576084,,0.4251876916569737,12.668527532830307,8.166054010246317,11.868527733948294,15.514895613417782,14.889048021838594,11.621417372216996,,,,14.670063287725418,15.096273528038145,11.677902247545877,,5.653445269091941,11.858651645837,13.198333592898303,10.901827855487857,,,14.979085189593606,13.258681470075773,7.198289299353129,13.370933369205826,15.08346709470305,,1.5432534085566525
2021年10月,,14.596890405764126,16.698401555243546,,12.34062697659709,,,12.199281442979812,,7.744948352439638,,12.868473023856332,15.75362254133959,,12.213442235305472,14.515971316818774,9.923244103647244,11.02872199536475,,11.379306922504343,18.48991915558103,15.761424624242336,13.577611444962011,13.546022775922596,,0.5263942103022563,12.709484250892435,8.34054210755182,11.896657674767441,15.232392756457472,14.977215675922148,11.699337832071684,,,,14.898977551066269,15.181111093081496,11.928074476437693,,5.719059904861727,11.892265398869261,13.25682382133995,10.818150640888241,,,14.921841969948009,13.08510681258329,6.786081773705056,13.447591168794526,15.258562555456965,,1.9088513594442449
2021年11月,,14.305424305424305,17.026559003270787,,12.348590715300805,,,12.21507489727911,,7.688634283971329,,12.876757296795832,15.659846950531792,,12.32615649133592,14.43680337625798,9.65052076988671,11.65714758712027,,11.243180775031146,18.452050476293678,15.53990940107228,13.471790399189128,13.490812976936523,,0.6074596558726088,12.69057263254173,8.431521268925739,11.873160144610384,15.147981836528759,15.045536730730596,11.825690664072917,,,,14.934839750358332,15.500969413786622,11.945301542776999,,5.708372757836249,11.963928786619048,13.274720185256658,10.738805012617082,,,14.779848210240145,13.537392282506076,6.901731580734346,13.428882749506155,15.275119194773088,,2.407448242067867
2021年12月,,14.541006787330316,17.299240226105272,,12.65769525422362,,,12.428794381584082,,7.659706403442167,,12.856316586531031,15.754608673359025,,12.80517945732384,14.49187720728063,9.800220950997307,10.870985634255922,,11.018089280368088,18.888728195743926,15.905159627320248,13.819063843690017,13.402917515821088,,0.6983836206896552,12.725071468018061,8.567355727820845,11.88901285442647,16.02632331902718,15.01987479024752,11.755765490414005,,,,15.05212704093044,15.6691103267264,11.698503628094295,,5.890714183425053,11.63311714362129,13.310916628281898,11.05929158110883,,,15.071804447462231,13.561615999034263,6.335442793748794,13.808236889187073,15.103616984099249,,3.0327910203052086
2022年1月,,14.986982360154702,17.2890625,,12.720689655172414,,,12.501685217763017,,7.719034263189812,,13.238848585368428,15.692248539530315,,12.693242705899896,14.42134831460674,9.611709552130113,11.203715478395488,,11.056491233577674,18.59652517236638,16.24949337376624,14.058894447777188,13.160572235052605,,0.9082648204240589,12.769148772322334,8.510133876100106,12.207210648839014,16.028808403317647,15.253139303458841,11.930724070450097,,0.059424326833797586,,15.16448811923931,15.67455530186375,11.920142189759952,,6.06168635674688,11.57466066370972,13.249673804589762,10.972367470135612,,,14.49937521299557,13.739301564351265,6.325618929590455,13.897201499071837,15.21551574186815,,3.8932918932918934
2022年2月,,15.441051738761663,17.02750359009401,,12.39870101408563,,,12.781501572911248,,7.818317125162397,,12.884330925724772,15.669613805625406,,12.755413533276052,14.430430807293067,9.871947134417443,11.606281330489933,,10.973622335373165,18.74761584038576,16.373994618359333,14.131174463655814,13.459186734081754,,1.052923277548359,12.87277171427762,8.467346763332092,12.36386225635953,15.92931801717893,15.356488162937618,12.318552869802751,,0.06740654205607477,,15.287401834910876,15.78996365254803,11.915191131261063,,6.329126171841404,11.91281740185458,13.235550458715597,10.60405576679341,,,14.489834060146118,13.67718538999419,6.615417817679558,14.022468052908867,15.250954529677195,,4.447898599066044
2022年3月,,15.64321223709369,16.993811750269746,,13.705321476604372,,,13.006375810662849,,7.765117938701923,,12.905179812891598,15.742844388319371,,12.605547848860233,14.621999784737918,10.196177835130735,11.089176010358413,,10.984694669522835,18.77207518444783,16.883463393115196,14.193315574457266,13.964187564410855,,1.1127687582272927,13.104300529701865,8.681359838663209,12.496562845283245,16.156008029825063,15.631130831034897,12.140574424075917,,0.12445696841610895,,15.333784575333551,15.905809075886616,11.679348179328061,,6.227716219389825,12.290096453380865,13.341249236408064,10.655824380340073,,,14.896461868087323,13.651888176537975,6.948249488517945,14.110841248398906,14.657722738218094,,4.830369547096415
2022年4月,,16.376305952266847,17.001438164225664,,14.137431145226401,,,13.441539735384934,,7.757923124573731,,12.914774459824516,16.13761308209045,,12.705838605373911,14.969516808993623,11.420035909030457,11.745244208840663,,11.079361626081957,18.769925827367416,18.978540844597433,14.328720425307415,14.62334508253095,,1.304010635940616,13.488208208533656,8.764352120859964,12.891797274734744,16.588360747514063,16.539866682490704,12.443438406435794,,0.5339656194427979,,15.799989490416573,17.10451487775109,11.970181869884524,,6.5413626103916025,12.68408974070353,13.242979986302412,10.725734409895207,,,15.623429460332655,14.139657947686116,6.93757379546753,15.12303754754211,14.742152466367713,,5.220182180472531
2022年5月,,16.497145575642246,16.770101823523508,,13.182557265498279,,,13.86413370854199,,7.809813696859896,,13.159636121275252,16.900715221901066,,13.072929706337248,14.866309587573648,11.24811532866023,11.434956877487837,,11.161274579259748,18.381467227424217,18.44528791889327,14.24622511013728,13.787681672785041,,1.6805030046739373,14.458468903262801,8.950362634174645,12.69922971065001,16.360023300765217,16.882203796683402,12.741977820066934,,0.5933421147168004,,15.724200804906769,16.918116167106692,12.49197559022716,,6.885882298892819,13.01165611814346,13.17186317542001,10.995036371416345,,,15.755944931163954,13.681014079987163,7.086175071360609,15.271042580280096,15.161452031114953,,5.393666472980825
2022年6月,,15.883139367125132,17.068497998246485,,13.048043227157931,,,14.076253599670887,,8.239247508670559,,13.473908181648754,17.16379517803824,,13.690025648115967,14.844037190304723,11.600114358750126,11.665822854469912,,11.073727656502566,19.035282950276688,18.065612469279525,14.920191843629343,14.661641356171641,,2.109866726397133,14.5618674688229,9.260445977428821,13.017778492601574,16.806110045649767,17.17283024261264,12.751727616645649,,1.2169024301777294,,16.479316641419803,17.27173014292705,12.497653579559508,,7.301777406656329,13.005118118637919,13.34884792626728,10.907964752458389,,,16.410869427357472,14.703986745366056,7.3546031683635364,15.092910348999887,15.210601209533973,,2.601054852320675
2022年7月,,16.47205854400304,16.577721342080288,,12.160656114666768,,,13.96399516713653,,8.25851522633745,,13.3287695722128,17.142777280370364,,13.498938718234108,14.60234474017744,11.757229442948919,11.615805754017137,,11.184951758481171,18.97698064823926,17.444802867383512,14.704556883216398,14.685880913896291,,2.280238309352518,14.752356919002807,9.285295875672444,13.23502657713507,16.232116058029014,16.581851055269393,12.5357715594829,,1.7372922776148583,,16.154264369828635,17.171207985220725,12.681985764280947,,7.178421504279054,12.442120713084332,13.035869648172174,11.107969912102773,,,16.25111634830067,14.458881207819648,7.008412506985911,15.234671417318777,15.18086802480071,,2.717470007808618
2022年8月,,16.808728652751423,16.41044106730452,,12.007647271964453,,,14.007957131848242,,8.158037687904736,,13.448148356377066,17.288869542506422,,13.518193785611334,14.736867138780255,11.526800270061093,12.681865569272977,,11.274194544836746,18.869818678490834,17.74390705897209,14.70045126729412,15.270426355741256,,2.290468643875934,14.869873120179811,9.46243694451117,13.686382510991695,16.051198657084406,16.701249545551885,12.807709326908894,,1.9811017786561265,,15.965871002306852,17.27227422907489,12.975871662122811,,7.231135235015591,12.432550883709867,13.072807417540659,11.029519210581567,,,15.985800344234079,14.2659708915977,6.913599953281489,15.212907303164362,15.230363732208751,,2.719627507163324
2022年9月,,15.116313540849246,16.508896852120724,,13.11767496584181,,,14.423598089836787,,8.33008173120376,,13.721836911289586,18.17867930329722,,14.320797990368373,14.950667378537107,12.561155490453237,12.676423658872077,,11.261027032025398,19.295986168213027,18.94580114208935,15.364452337525199,16.548256374309997,,2.3852233676975945,15.03590726258912,9.599064483795523,13.589330427382869,15.676481983727237,17.207408959862597,13.174885301614273,,2.351077154308617,,16.2781611347366,17.921035050995414,12.92150443986991,,7.958089399231136,13.04321628035869,13.140713088526589,10.903169161301111,,,16.636270426145465,13.360025967082903,6.949170518122111,16.134865377322715,15.199506520972859,,2.7775359164127122
2022年10月,,15.255972101133391,16.246518678382404,,12.466616668229118,,,14.775480885837423,,8.534242936645223,,13.77733883146048,18.245242236137663,,14.568357861115013,15.214693485567945,12.66113813313167,12.397549745107712,,11.221250230613123,19.172132872388396,19.73110321014666,15.467569875402896,17.034742277063096,,2.331256490134995,15.284015196926115,9.60444809541195,13.721176958649048,15.868146146250195,17.10615725508628,13.186926412747503,,2.782492694702071,,16.736252436078207,18.119211658570435,13.047938879518401,,8.225375963604195,13.201162507695171,13.056656580937974,10.663407123834887,,,16.957588411849144,13.133386954976524,7.497197889948216,17.2868620328757,14.69648223439986,,3.017063346759429
2022年11月,,14.995855638059057,16.101386961847115,,11.63306718669512,,,14.427231150237713,,8.300542818098998,,13.338916004177412,17.347550454878178,,14.229009002184261,14.909191060749134,11.722272946098043,11.91276062932114,,11.121001495897614,18.836207064888402,18.512836588698658,15.029102130081787,14.898143975968244,,2.443572582506347,15.18062987051531,9.38296847240206,13.61126197457867,15.384912377466343,16.711032213803914,12.79930829877559,,3.0754182754182753,,16.253369924223435,17.43098308056077,13.00578427831949,,7.704301075268817,12.490714044158407,12.967814371257486,10.575201911982859,,,16.29786179113728,12.821878221175085,7.058074444551313,16.4702363788272,14.741267333684394,,3.0893333333333333
2022年12月,,14.830308219178082,16.431003213429992,,11.017696850033822,,,14.311440829460135,,7.93959516095473,,13.141637653564477,17.133406246929297,,14.637894028135646,14.878572540069506,11.430114699422436,12.542491749174918,,10.523632631822387,18.884082032187173,18.04583667248071,14.793883600262689,13.988643813310212,,2.442361111111111,14.82060201738077,9.658915202444614,13.36009760006698,15.554200044094951,16.58905118145253,12.52737178650659,,3.3798641943066077,,16.37346428834353,16.67530200149498,12.70255055657391,,7.733691680222552,11.718885792719096,12.972352285395763,10.306003346528996,,,16.349990676859967,12.485137888379539,6.701374850299401,16.103979619239787,14.543447792571829,,3.1577133438225817
