,陽信商業銀行,中央信託局,華南商業銀行,王道商業銀行,中國信託商業銀行,台北富邦商業銀行,玉山商業銀行,臺灣新光商業銀行,樂天國際商業銀行,臺灣土地銀行,渣打國際商業銀行,彰化商業銀行,聯邦商業銀行,花蓮區中小企業銀行,日盛國際商業銀行,高雄銀行,澳盛(台灣)商業銀行,花旗(台灣)商業銀行,將來商業銀行,永豐商業銀行,京城商業銀行,連線商業銀行,中國農民銀行,臺北國際商業銀行,中華商業銀行,星展(台灣)商業銀行,三信商業銀行,上海商業儲蓄銀行,國泰世華商業銀行,第一商業銀行,合作金庫銀行,遠東國際商業銀行,交通銀行,台新國際商業銀行,華泰商業銀行,第七商業銀行,板信商業銀行,大眾商業銀行,高雄區中小企業銀行,慶豐商業銀行,中華開發工業銀行,中國輸出入銀行,兆豐國際商業銀行,臺灣中小企業銀行,台中商業銀行,臺灣銀行,元大商業銀行,凱基商業銀行,臺東區中小企業銀行,安泰商業銀行,匯豐(台灣)商業銀行,瑞興商業銀行
2017年11月,0.0005981441365708559,,0.00021648471166592974,1.335559265442404e-05,0.0015305438065952278,0.0005746531372955063,0.0006648032404833045,0.000515243465228046,,0.0002820349047243135,0.00023425418708882657,0.0005185079908060398,0.0005305319373199353,,0.00047517524715420486,0.00021808382207475603,0.0005326029064901468,0.0015424634808300984,,0.0005252682000765239,0.00194897435224713,,,,,-7.442453883366115e-05,0.0004446985579061051,0.0010312734103928656,0.0002785209317912225,0.00040242282446635146,0.0002865914264442633,0.00011048890463404496,,0.0006160697310499144,1.4306970355957422e-05,,8.999627158303442e-05,,,,,0.0005457238637249552,0.0003038938874049626,8.258831788243553e-05,0.0006036232834945311,0.00031964695952669387,0.0007961107580488633,0.0005245467508657568,,0.000564230332769103,0.0005083379495068853,0.00044106552144390924
2017年12月,-0.0009001720582035301,,0.0002763959082318067,-0.0002847525195513114,0.0006734432595461087,1.7554609464275117e-05,0.00048676482024154167,0.000473517459880157,,3.362964401114979e-05,-0.00015694456625599506,0.0003729004085691433,0.0004799200727908512,,0.000233069611536522,-0.0008238389375894549,0.003516924203122265,0.0010885192556626024,,0.00033442031499340873,0.0019432137424075862,,,,,0.0005534914780239234,0.0004696540841119154,0.001017961869928689,0.0002460603317564346,-0.0006600665234304041,9.403719547229712e-05,8.821072331063492e-05,,0.00011398665860500154,-0.008908353977526814,,-0.00033060341400335623,,,,,-8.744469123279526e-05,0.00045695128823161754,-0.00014446992470530345,0.0005525341224068569,0.0003106361324807308,0.0005729857830767503,0.0009052880780392485,,0.0006191022365882905,1.971608832807571e-05,0.0001835072829452919
2018年1月,0.0008104319868205158,,0.0004243219442004791,0.0003620231377243988,0.001311012701981556,0.001101176711974035,0.0010269355941115892,0.0005415051960955121,,0.00038420489453541094,0.000791622842787853,0.0006651381607107893,0.0004375075773149686,,0.00044863357218133263,-0.0011156882938551322,9.743447531535042e-05,0.0014590896996850083,,0.0007305628143527494,0.0018570783679731054,,,,,0.0001946987602669637,0.00043849758199904785,0.0011212560904592186,0.0012418467453508908,0.0007284837943554206,0.00043871235417123006,0.00035845291720932454,,0.0008463564879245153,2.121265688527488e-05,,0.00010985807182182711,,,,,0.00046897797540471065,0.0008200894515596037,0.00040299930684119223,0.0005041331278099693,0.00015721096080454974,0.0006141084543027693,0.0011280200815814245,,0.000371774853148933,0.001269710235449927,4.43995515645292e-05
2018年2月,0.0004513019078951671,,0.0004268544773717768,0.00018116287495947674,0.0008930135227296077,0.0006153487243770228,0.0008361581372551398,0.0005009506134259535,,0.0003456382374644418,0.0004550787270060177,0.0004984786971671809,0.00034218225871398227,,0.0003523622781672187,0.0002978728157544932,0.000340935200077081,0.0010503419198164509,,0.000397384732954063,0.0015315675117157587,,,,,0.00028055356859855995,0.000314070351758794,0.0008926875424160352,0.0006436189438264504,0.0005846581513869153,0.00040723933706448103,0.0003090546172930572,,0.00047369592603307867,1.4385384449399411e-05,,-0.00012274300999720654,,,,,0.0004954755261167758,0.0006436010328432336,0.0003902411269619512,0.0004325397852835953,0.00015265054655357066,0.0005881144147073076,0.0003894664772911679,,0.0005573395461571114,0.0007197921715667565,0.0001242572803470167
2018年3月,0.0006248909134396797,,0.0004730724560449962,0.00021465621365662055,0.0011183084921551124,0.0007262343679414252,0.0007655672163677114,0.0006744615205777362,,0.0003889249899317777,0.0003859734393092505,0.0006108082076747906,0.0004720612878389348,,0.00021778462775581318,0.000524592129619221,0.0007345285467744926,0.0012491827349796734,,0.0005080886007252998,0.0018504567629440548,,,,,0.00024361103579175706,0.0005469668487793838,0.0010709699556535257,0.0005591289947375662,0.0006735624406009423,0.00042384753206983137,0.0006440356444454853,,0.000545148762823319,5.648560676132713e-05,,0.00013397866389777428,,,,,0.0004983432273406832,0.000933774851443451,0.0004954894971710646,0.0004549950544015826,0.00015534388010936048,0.0007504012349460324,-0.0005027295345298195,,0.001025289393591456,0.0008522763249540936,0.00021478634411033236
2018年4月,0.0005980874065086487,,0.0004412625476636569,0.00017460005674501845,0.0008459164749148777,0.0008170718204072023,0.0007773697737054433,0.00056738620451363,,0.0004393287357546974,0.0004342779410755085,0.0006408638902588689,0.0004679140909728974,,0.000511251728617525,0.00030404264104200293,0.000305191809503531,0.0013547641687882785,,0.0006445669150934985,0.0012389354657154762,,,,,0.0004729556333681864,0.0005536819852015905,0.0009539802368688578,0.0007260605357078323,0.000676536196423196,0.0004409691460267324,0.0006531231312493528,,0.0006015868497659432,1.4227888083432336e-05,,0.0001330030424445959,,,,,0.00048265876025649866,0.0007582267276055097,0.00042997996529137194,0.0005494522220091383,0.00017707411911669225,0.000754855478716391,0.00092225858258969,,0.0006578650344734177,0.0006400271131648754,0.00023416853443950089
2018年5月,0.0006111289121268771,,0.0006944395895815419,0.00036590056886592713,0.0007886536464010465,0.0010460890899231573,0.0008218777950765606,0.0006637112580975763,,0.0003890525244713698,0.0006142155182264884,0.0006549086311500013,0.0006579299554990683,,0.00031306124466560115,0.00030849075435062696,-0.0002718148397311751,0.0015855514118808477,,0.0005737482659834085,0.0021929267221191514,,,,,8.288010608653579e-05,0.0004884774960272558,0.0011918569148056174,0.0007555300149340577,0.0006160487943283455,0.0004782040280220847,0.0006158606282763785,,0.0006926593414068014,2.824140755175238e-05,,0.00021317241548943566,,,,,0.0005141520347566775,0.0008358854101206871,0.000493836294193262,0.000598874116660678,0.00016026920506867585,0.0008809562045470188,0.00015923659929059365,,0.0008812056967356513,0.0007726812291575246,0.0002137353056977333
2018年6月,0.0006590236764256914,,0.0006306991761902371,0.0007851405119991993,0.0009130812138285659,0.0006965841889951834,0.0008335046175872309,0.0006421109308487764,,0.0003856466504123245,0.00038671860215213017,0.0005256338399342313,0.0005924345074045652,,0.0004132965774910418,0.00023036503716921593,0.0007284553802684247,0.0013206343521616993,,0.000757222663073545,0.001710475664761296,,,,,0.000161796662044975,0.0005386529960251124,0.0015076395221673671,0.000856786818063669,0.0007226453864531729,0.00044694011275383334,0.0005204143614663537,,0.0007254497266816006,3.5429081607346575e-05,,0.0002729324349646817,,,,,0.00040974160669927527,0.0006668998336706869,0.0006932958911912697,0.0006711746739480742,0.0001881961694932818,0.000844148668393846,0.0004355487204514952,,0.0004903170396387677,0.000674344948133866,0.00022858971574868847
2018年7月,0.0005978490155631547,,0.0006854902256954411,0.00045669324243247355,0.0009782223101240987,0.0009433568100694635,0.0009769051756323918,0.0007210441555365393,,0.0006044907649509527,0.0005966652520010211,0.0007702330064599086,0.0008214030248166389,,0.0004173453593627177,0.00020889297716469927,8.647277548785058e-05,0.0013658161896271729,,0.0010914950597605286,0.0018134331323625566,,,,,0.00021912205098239718,0.0004976683317051592,0.0012240221524520895,0.0009793509437528256,0.0007957453998390064,0.0005171301265760848,0.0009464443066479554,,0.0006265030213336854,4.23253550039151e-05,,0.00025503173499734686,,,,,0.0005115656466616079,0.0009488216300051807,0.0005620257907390639,0.0006744524511021973,0.00019251330973314053,0.0009338865090202855,0.001247016068692771,,0.0005028972648154495,0.0006087011009049953,0.0002305209774089442
2018年8月,0.0004945213349129958,,0.0006341713628469192,0.0002971179558284639,0.0007559684241674677,0.0008315996468449076,0.0007824376077074998,0.0006383814574739737,,0.00030962937125821933,0.0004655096041557605,0.0006723153346609596,0.0005276561745759608,,0.00021512097510685018,0.0002102017937219731,-0.0008658995100831719,0.0011441590117279438,,0.0005890205250489251,0.002043103113081162,,,,,0.00020919477814226135,0.0005010295546336069,0.001272996268039091,0.0010891615742081968,0.0007049904580361261,0.0005292305710555841,0.00048188849227941236,,0.0006384129744549839,4.313784699005673e-05,,0.00036357100255725224,,,,,0.0005304235811169206,0.0006976554899673265,0.0004918280407069061,0.0006434835874872629,0.00019440600698626668,0.0007820404526088126,3.035068840879618e-05,,0.0008658008658008658,0.0005722158570268498,0.00028788767951457706
2018年9月,0.00047038077640249406,,0.0005075252359190389,7.492791934159338e-05,0.0006635967515177673,0.0005911216750957005,0.0007294588877720938,0.0005343870499040664,,0.0002403881864061831,0.00011050219242755701,0.0004826069602861485,0.0004196833119102832,,0.00031811354640229686,0.00021476629354108887,-0.0007737803383182153,0.0011962203963753642,,0.0005033713160013843,0.001446570393290736,,,,,-0.00035891661021207486,0.00048223365746760183,0.0009121873318817534,0.0007747054324042309,0.0005842416951909157,0.000455460404748404,0.0005044088485922265,,0.0006033424947815969,4.199974800151199e-05,,5.739280868107226e-05,,,,,0.0006223911437889514,0.0006835401727609241,0.00043317542925151487,0.0005824163610092253,0.0001931399366626755,0.0006734001461121712,0.000733258198717146,,0.0008271774087949079,0.0007082207791202582,0.00011280824853913318
2018年10月,0.0005221898995365829,,0.0004535087979550876,0.00029355688042853254,0.0010060732091294346,0.0007445446419346784,0.0007598042729394529,0.0006097109286410284,,0.00029147105645070757,0.0003931673365674867,0.0005142039166487049,0.00022831422560707122,,0.0005289660149586669,0.00022889631366178724,2.9964117968732442e-05,0.0014506914837787452,,0.0005759595020403946,-0.0017304384832636352,,,,,6.688053575767844e-05,0.00044004938331968364,0.0010915209279436903,0.00044302464215987544,0.0006025633469428696,0.0004479348816589907,0.0005774246534228722,,0.00046893646107043014,4.9675688717941436e-05,,0.00018752089227332393,,,,,0.0006362757731958763,0.0004809639286672778,0.00047157400854861326,0.00039125376749112614,0.0001915946219743688,0.0008534527053575832,0.00012347896367473395,,0.0009246417013407304,0.0005576873676490749,0.00021650694531490366
