,上海商業儲蓄銀行,板信商業銀行,中國輸出入銀行,兆豐國際商業銀行,星展(台灣)商業銀行,陽信商業銀行,高雄銀行,高雄區中小企業銀行,安泰商業銀行,凱基商業銀行,中華商業銀行,大眾商業銀行,第七商業銀行,交通銀行,遠東國際商業銀行,中華開發工業銀行,聯邦商業銀行,國泰世華商業銀行,中央信託局,王道商業銀行,第一商業銀行,臺東區中小企業銀行,瑞興商業銀行,合作金庫銀行,台新國際商業銀行,三信商業銀行,花旗(台灣)商業銀行,日盛國際商業銀行,臺灣銀行,臺灣土地銀行,京城商業銀行,玉山商業銀行,將來商業銀行,元大商業銀行,連線商業銀行,匯豐(台灣)商業銀行,台北富邦商業銀行,台中商業銀行,華泰商業銀行,花蓮區中小企業銀行,樂天國際商業銀行,渣打國際商業銀行,華南商業銀行,臺灣中小企業銀行,彰化商業銀行,慶豐商業銀行,澳盛(台灣)商業銀行,臺北國際商業銀行,永豐商業銀行,臺灣新光商業銀行,中國農民銀行,中國信託商業銀行
2019年4月,6.8777380275404365,13.786101370736372,,8.184914187701429,11.723249145924841,13.55536811280517,14.607706128967857,,7.788905424727888,7.410131617242829,,,,,11.06609991198128,,9.565725303391176,10.298898742356279,,7.704395306042414,10.364752828679364,,12.536242468504655,12.961322120229392,9.318178707328425,13.722462203023758,5.400951384968487,9.64626928275155,12.166838768143862,14.678633454228573,4.626598273489303,12.126487739140291,,8.903678387592754,,9.085738137249322,9.667959033217887,11.767412734324498,13.620785361842104,,,11.157798244289628,10.981790466773782,15.718589678539615,10.379703104914466,,,,9.700617468528542,12.429436734693878,,8.442597822481702
2019年5月,6.702529596418868,13.64966502338516,,8.825162157632551,11.392339512793013,13.559079895528493,14.595571172843599,,7.729072594650921,7.246894259623762,,,,,10.944411147737489,,9.553848769980728,10.547337618727813,,7.493770963104935,10.076619524098954,,12.52821629468336,13.03296044380567,9.428724602668332,13.74244050814099,5.67583516794709,9.371987603496924,12.089336621635645,14.652666788298973,4.594735664752815,12.040656476106932,,9.013799463733712,,9.87063224533421,9.687506236116436,11.59289360424382,12.782786885245901,,,11.226502113848913,11.181929201210686,15.06964803680777,10.264138243320973,,,,9.696968799952637,12.32624422698059,,9.03824094355518
2019年6月,7.14522787318362,13.60075329566855,,8.506872706446345,10.289772401536434,13.90704894661809,14.449450840280534,,8.04891867194639,7.14098867311338,,,,,10.936891727493917,,9.526516561220692,10.432092809882569,,7.4562390898693796,10.480872784650701,,12.88207288042483,12.862904583191174,9.32877725411627,14.097939547971317,6.091314474548604,9.423409341669732,11.897793124155532,14.272924388884851,4.70047783986044,11.883491916859123,,9.188762658281348,,9.78853815507202,9.703909100385697,11.683725836223859,12.704494382022473,,,11.634304494581631,11.116242428669063,15.527209383872318,10.684029291531614,,,,10.225729467554334,12.303958476843471,,8.947912372947812
2019年7月,7.252324924978459,13.736519454522707,,8.50468808249337,10.35073386079578,13.981982265266335,14.267767833640432,,7.801357875678938,6.725671962351157,,,,,10.686987915342543,,9.484860141781612,10.410681217398679,,7.153267611542264,10.294156476470478,,12.900438436244063,12.827891460480402,9.298368811352967,13.814581458145815,6.243444365698086,9.67997084016767,11.945254545400093,14.154618715419774,4.919833666701758,11.914951345023535,,9.09817704829813,,9.341690500821517,9.562310437339402,11.657468904721652,12.657605375687233,,,11.345284644442971,10.961065944459662,15.617335651074589,10.742149872360761,,,,10.263148625988682,12.328460767627925,,9.078609063568328
2019年8月,7.089447599754006,13.531895108796727,,8.455822740248378,10.763424258020244,13.611398648237229,14.222586139132714,,7.7496245118654254,6.738541126153749,,,,,10.531809613572102,,9.502125340599456,10.350427747167306,,6.881845326963273,10.493188328171211,,13.278790087463557,12.649384063969643,9.319598562886954,13.882737030411448,6.177159219291752,9.786076637376574,11.97776666144333,14.041662928069389,4.8188994600154285,11.819748261532988,,9.000133557041378,,9.077231998708427,9.540563900353396,11.657061209807958,12.642104196229475,,,12.099799960431733,10.903499567954574,14.737043452387278,10.812223189731318,,,,10.18694913454391,12.393894571203777,,8.864324900497756
2019年9月,6.9766145291244825,13.680582223598638,,8.10271268709833,10.789679797281732,13.520896426408237,14.18242759518386,,7.739339628315391,6.649477745365578,,,,,10.668420940033801,,9.594761367359569,10.485477178423237,,7.023731856950471,10.42209884637382,,13.32340657345197,12.676977330877774,9.286772773540259,13.722930220122985,6.09789596445404,9.732014064190407,10.639595907982839,13.784301902112263,4.786897821417613,11.89600924628412,,9.05312133585025,,9.19135377892863,9.464727990276105,11.442098363260765,12.530961791831357,,,11.235080265434396,11.0032405505341,14.448922877841301,10.758299825530132,,,,10.322501611863315,12.392868923270242,,9.054284913506537
2019年10月,6.384759908235108,13.466285222099176,,8.287050824503277,10.45643830908466,13.428622883899628,14.415653298835705,,7.695257497228797,6.611481871143005,,,,,10.957639714625445,,9.565591163828282,10.448029422827767,,7.219785838897913,10.561062867772325,,13.144047834752673,12.700007128155322,9.25378855001411,13.613753327417923,5.936016285026186,9.681865145321414,10.510882923160047,13.904605419821879,4.7394144200943185,11.746759999286933,,9.008404611379696,,9.64557621413688,9.493444336179085,11.429129739652211,12.515228169584134,,,11.58468647152416,10.944431113266791,14.646061551762312,10.742855360818313,,,,10.633666510411153,12.397960295834956,,8.991500224965277
2019年11月,6.392718706359875,13.36492688000979,,8.705300828168705,11.089262205941274,13.411498496442075,14.262694433731841,,7.653060614216082,6.893929432390971,,,,,11.028666257954042,,9.451633729062802,10.488401502773854,,7.224038461538462,10.692804592754692,,12.789804343923892,12.71519603074229,9.211107771912403,13.549125287153208,5.910505726004301,9.733771753232228,10.45450109847216,13.961304535790639,4.772156646994098,11.90455712905582,,9.042036960985627,,8.70600327306111,9.38135546418046,11.372372136805774,12.63267157109745,,,11.099588477366256,11.063302976093674,14.740350325152088,10.77411376751855,,,,10.636851722348801,12.369358633071256,,8.928874504409741
2019年12月,6.444339345705992,13.30063849194284,,8.356291231857982,10.356291352954598,13.93642794256049,14.559138398039469,,7.740072416453968,6.564124540297949,,,,,11.004293388604543,,9.51866783210546,9.998158751642402,,7.324202423549929,10.90025942232859,,12.795523724261415,12.77361143557352,9.371697977868056,13.354235519220733,5.942587524771161,9.927462526766595,10.491911197523168,14.248586193157829,4.686186846477084,11.949454302993438,,9.255471397740049,,8.91999522834364,9.773547676282051,11.399516493800203,12.765848259207084,,,11.195705200801463,11.258001517834556,15.033029982511074,10.822044972631787,,,,10.234128855062377,12.515941761887209,,8.851305708340726
2020年1月,6.344575213840118,13.310802655401329,,8.16921824656605,10.282308479199818,13.714221677673848,14.467313585291114,,7.554508076358297,6.7082166056090875,,,,,10.528172998344614,,9.375061425061425,9.94923348339214,,7.2193546457729,10.80443006470881,,12.607028184088477,12.64425623639164,9.580202973680478,13.121041702716733,6.295423127218382,10.039817319203653,10.623831683194451,14.028216404474485,4.567426865671642,12.03590081345905,,9.23339039700008,,9.02138879597017,9.574771480804388,11.214856833097787,12.687981587110977,,,12.432664632430912,11.119683899378657,14.637579132901557,10.733175683540503,,,,10.405155559490346,12.403061997877824,,9.103935502638906
