,上海商業儲蓄銀行,板信商業銀行,中國輸出入銀行,兆豐國際商業銀行,星展(台灣)商業銀行,陽信商業銀行,高雄銀行,高雄區中小企業銀行,安泰商業銀行,凱基商業銀行,中華商業銀行,大眾商業銀行,第七商業銀行,交通銀行,遠東國際商業銀行,中華開發工業銀行,聯邦商業銀行,國泰世華商業銀行,中央信託局,王道商業銀行,第一商業銀行,臺東區中小企業銀行,瑞興商業銀行,合作金庫銀行,台新國際商業銀行,三信商業銀行,花旗(台灣)商業銀行,日盛國際商業銀行,臺灣銀行,臺灣土地銀行,京城商業銀行,玉山商業銀行,將來商業銀行,元大商業銀行,連線商業銀行,匯豐(台灣)商業銀行,台北富邦商業銀行,台中商業銀行,華泰商業銀行,花蓮區中小企業銀行,樂天國際商業銀行,渣打國際商業銀行,華南商業銀行,臺灣中小企業銀行,彰化商業銀行,慶豐商業銀行,澳盛(台灣)商業銀行,臺北國際商業銀行,永豐商業銀行,臺灣新光商業銀行,中國農民銀行,中國信託商業銀行
2017年11月,0.7480010463135123,0.6975171050336286,,0.738975446164568,0.7762512427397834,0.7720483468141703,0.7942981560862761,,0.7034866898148148,0.8034390773752476,,,,,0.794301690853415,,0.7016004049163292,0.7071624221999014,,0.9092432532742497,0.7905659977773161,,0.7045691413035269,0.7766220735528414,0.8131872451975435,0.8243573791816305,0.4804457092290013,0.8019569202808582,0.5808724844161068,0.8140437617321763,0.7933675179301561,0.7133455944541639,,0.6659301296259444,,0.508148432616609,0.6547022726263927,0.7663611567287263,0.6448130383868846,,,0.5689128508697237,0.7611205170137877,0.8511983084909877,0.8114478965909426,0.7211972318142092,0.6110286633359492,,0.7621385170318568,0.7642441995494345,,0.7133423353826537
2017年12月,0.7503692501426983,0.684659869409508,,0.7481927436186668,0.7003666399764001,0.7688623517574065,0.7728671073071183,,0.7028413365452569,0.7894200046214771,,,,,0.782125363623161,,0.7161482154104323,0.6908508812366471,,0.9002677449319709,0.7890817583711175,,0.6835280934848728,0.7672982174770262,0.8118466403545528,0.8074897073704931,0.5448678294922022,0.7988734730730668,0.5869834587534623,0.7933361305007777,0.8032015847457158,0.7104233251151307,,0.6618509842025304,,0.5532162226399603,0.6581675919662353,0.7664635189047297,0.6405800066088653,,,0.5284288946111079,0.755061526904797,0.8517387766142961,0.8320340222466972,0.6993727828903399,0.5633726691289073,,0.7589753734427066,0.7481899343925803,,0.6740399056816488
2018年1月,0.7526981958735619,0.6998190645781913,,0.7523330283623055,0.7300638451665389,0.7653056976483996,0.7503873158900929,,0.7044328084535264,0.7936488297219816,,,,,0.7791730676381513,,0.7143744885999248,0.7082932346348086,,0.8366271343427835,0.7787296820462384,,0.6924333545365177,0.7737809910433943,0.7998000892836777,0.8032322303921569,0.5033547992220946,0.8012602188801213,0.5891791771831834,0.7928819241805654,0.8090805839496938,0.7093866391133571,,0.6705011897195574,,0.5683415171012529,0.6631946808646086,0.7615496964998136,0.6304121457811692,,,0.568705707228149,0.7450468420551047,0.8329623441678948,0.8280422693014667,,0.495345196208818,,0.7632105225715167,0.7076375670094772,,0.6881181158497351
2018年2月,0.7625482192385759,0.708260391256517,,0.7654430848131036,0.6883572136153351,0.7676741591603999,0.7503563191583094,,0.7028142348055129,0.7872767834352634,,,,,0.782261993450273,,0.7175187112631378,0.7087533130863589,,0.8418200914994395,0.782491918863056,,0.6946638300352636,0.7736051481597382,0.8142264870133442,0.7980681573032145,0.48930178999672613,0.8016511674024903,0.6092934422407535,0.78338434868972,0.8140714993928456,0.7107434538079362,,0.6708191167937627,,0.5466201261059066,0.6557011114626243,0.764123243227927,0.6326187975428881,,,0.5703481476907616,0.7517699529350167,0.8317117576025014,0.820502354713126,,0.476504386607419,,0.7557361955120616,0.7274211644440416,,0.694128248417869
2018年3月,0.7380796909532594,0.6974296182394594,,0.7638494319703221,0.6410093752821375,0.7667749854839203,0.75386387552453,,0.7069650054620108,0.7717788661764813,,,,,0.7761861806917738,,0.718324824766226,0.7174916797497315,,0.8527220571767509,0.7969966165771833,,0.6960804253711829,0.7937595493748403,0.8132095819431167,0.7982405259087394,0.5098739425552546,0.8191332961813019,0.6189577361533855,0.7954989979192995,0.8257983051798642,0.7111567419575633,,0.6746503061424156,,0.5548860579607167,0.6754925981478521,0.7572350324550683,0.6303737802090394,,,0.5897202265457024,0.7508218046302318,0.8340531596036966,0.8220869375785306,,0.5380555799070746,,0.7355540536579731,0.734714013471015,,0.6790292448580917
2018年4月,0.7342043726019933,0.6943609463293395,,0.7473745626709141,0.6655573880881047,0.7586621908872998,0.765083769724595,,0.7365576602608204,0.7948898923651582,,,,,0.7736194083132815,,0.7225355061206051,0.7100538718877552,,0.8752548374857722,0.795652557984421,,0.7013042266332175,0.7846215680912247,0.8165428613025492,0.8032681277880912,0.5198100330946283,0.8394024226110364,0.6094528853909559,0.7861733241924904,0.8336339220405041,0.7094243832636343,,0.6765358330905553,,0.582084164978311,0.6726944956778739,0.7687184532922242,0.6335446439863412,,,0.5745629881972403,0.7413066542957208,0.8343513133984989,0.8101565415918078,,0.5071584126472012,,0.7392417080290595,0.739812116309479,,0.7023491277660322
2018年5月,0.7457570312296542,0.7036870902778751,,0.755461252491664,0.722226245280091,0.7582267046526172,0.7472481467542298,,0.7307943684497858,0.7738762907229955,,,,,0.7684580507426002,,0.7213718583438772,0.7147600353615615,,0.8431677534084173,0.7804499138368748,,0.7012802893309222,0.7855290384362619,0.8173524247123404,0.8009500144149586,0.5326861552860923,0.8233175723137247,0.5919306436651678,0.8019367335905031,0.8561344258664599,0.715302163652399,,0.6691113969564988,,0.5308774282569263,0.6858955577662469,0.7826723254792917,0.6804668698860902,,,0.5535638185078511,0.7506643040641033,0.8249397797852426,0.8256813177343195,,0.453403179720126,,0.7594338315043193,0.759799055398184,,0.7171925672149594
2018年6月,0.7691934246234943,0.6954115661997373,,0.7768202123948847,0.7179606073252034,0.7656239892116223,0.7578676318248508,,0.7304423837032533,0.786758551288924,,,,,0.7980609984523029,,0.7174867805794695,0.7133873178190216,,0.8444225669240154,0.7633044770264444,,0.6966655595188239,0.7764868906176131,0.8242912378545454,0.801690156240393,0.5332165487787697,0.8295790386081435,0.5811795632303307,0.8056813584823044,0.8620612246015363,0.7236173581562539,,0.6744328926041542,,0.5137582583435141,0.6884087979580531,0.7691000152810424,0.6738587674366161,,,0.5934945132758647,0.7543892942416011,0.8285338983242336,0.82630259458135,,0.6540895002433464,,0.7707609180429996,0.7514834258657838,,0.6819556638897766
2018年7月,0.7701479250605516,0.6877595495529201,,0.7885831608702671,0.7400815349870477,0.7831930035583622,0.7765737807374841,,0.7278754956773532,0.7489171396140749,,,,,0.7953732074500328,,0.725894955753171,0.7085121057466667,,0.7795957989800535,0.7593772354460038,,0.7052219740434167,0.7637953825140819,0.8387028296197422,0.8042487583910931,0.5439381681395123,0.8135319118828743,0.5778649479688355,0.8050846444085284,0.85798123338938,0.7225852341225828,,0.6697072228110056,,0.5562954777886187,0.6835247439274136,0.7831997031078737,0.6661143990505245,,,0.53293705257961,0.7448946346727471,0.8189991108002426,0.8197326754899198,,0.4213721085752499,,0.7702519131870559,0.7459292657838781,,0.6848808936549211
2018年8月,0.7483816499398954,0.6834095933371035,,0.797829315048645,0.7290330823969939,0.7812585356648011,0.7713826924746116,,0.721344304177938,0.7596818755652057,,,,,0.7910218227767868,,0.7219245991658992,0.7090325404257052,,0.7668504835497629,0.7536627113280375,,0.7083066067992303,0.7655426464972873,0.8229682645718032,0.7835771209522849,0.5412861684248892,0.8130234558209537,0.5831997472590478,0.8122130889014569,0.8692443533618209,0.7243942271687592,,0.66935482356388,,0.5887193898032919,0.6870226070547929,0.7715850768825716,0.6791951527719275,,,0.5556869920953244,0.7414877099421232,0.8127839723420188,0.814292250965432,,0.36751308695991874,,0.7615551469581177,0.7455445105114717,,0.692234677850155
2018年9月,0.7554321310719228,0.7136188597727059,,0.8193790474683127,0.6625664477898374,0.792050886371335,0.7832474421624122,,0.7275152121363674,0.7671493003248816,,,,,0.7869289043240423,,0.702903999413545,0.7180208521170253,,0.7814338975564764,0.7633691827898665,,0.7138675817521195,0.7645694202946703,0.8313585624307431,0.7847296650556443,0.5364616027572717,0.8292142207857792,0.5947881225289162,0.8191545410972019,0.8831085279416697,0.7299878436331242,,0.6807211897121198,,0.5899390619482109,0.6914799975122607,0.7885850547564307,0.6725362592810085,,,0.5631211388665055,0.7567995240534153,0.8186827722969291,0.8213598306083484,,0.36849046235968286,,0.7789755251762205,0.759952651605654,,0.6753547765155571
2018年10月,0.7458375034118825,0.7061003990133825,,0.7985221704386165,0.6891209844730422,0.786178216437768,0.7946758590014456,,0.730586183339249,0.7755519414798941,,,,,0.8061727454175068,,0.6959363303582445,0.7186578126327802,,0.769365119836818,0.7815269343587051,,0.7126744884357926,0.7735765782849409,0.8386460482134522,0.789701372292819,0.5236810546654517,0.8320421921012939,0.6028639983387126,0.8307919657778292,0.8889480345241523,0.7304894763649693,,0.6949636633585997,,0.5968531926919796,0.6913552072963923,0.7808886173334596,0.6766668282201651,,,0.5511001941637839,0.7528033118502141,0.8380750262506161,0.8145360088672303,,0.40332920723483656,,0.7731800510997727,0.7547296554424222,,0.7087242996964426
2018年11月,0.7485621535407646,0.719879404913968,,0.7829650290178308,0.6874440799284223,0.7754411283363585,0.7847713937783682,,0.7354221593098633,0.7878143942847391,,,,,0.7790693190282793,,0.6717899282020384,0.7230517043421733,,0.7702467295355186,0.7902577111761183,,0.701084249084249,0.7746499034689613,0.8233111694609687,0.7800975975473429,0.5112226141230328,0.8455992333706845,0.6200082281919223,0.8292118942777353,0.8377848390425199,0.7231086823320703,,0.6954154025166003,,0.6040394064139167,0.690157508591969,0.780935655481406,0.7091865674709195,,,0.5211820424831968,0.7582904087324933,0.8331875333266358,0.8104504755575564,,0.3983416590206273,,0.7704437858887646,0.7625271710370991,,0.6970430797226571
2018年12月,0.757243211204531,0.7130189083258078,,0.8164705155019792,0.6500434631869318,0.7604399435423541,0.8159059152305542,,0.7291406279589441,0.8058215588345499,,,,,0.7826506652221107,,0.6427925395865224,0.7159353699537121,,0.7570125716852213,0.7844694966588145,,0.6902384113606188,0.7593092543873474,0.8148480530837705,0.7775007019748894,0.5466248530782637,0.809805028663279,0.6439503112070561,0.8212959940921843,0.8190710860291974,0.7121019087701765,,0.6942849192412562,,0.6181148977200859,0.6947306702328456,0.7748512851845252,0.7089206410503959,,,0.5520053119809458,0.7606647999143413,0.8277442418733472,0.7936477101067554,,0.41195894689870594,,0.7754376962827674,0.762132060461416,,0.6959138597902976
