,臺灣銀行,臺灣土地銀行,合作金庫銀行,第一商業銀行,華南商業銀行,彰化商業銀行,上海商業儲蓄銀行,台北富邦商業銀行,國泰世華商業銀行,中國輸出入銀行,高雄銀行,兆豐國際商業銀行,花旗(台灣)商業銀行,王道商業銀行,臺灣中小企業銀行,渣打國際商業銀行,台中商業銀行,京城商業銀行,匯豐(台灣)商業銀行,瑞興商業銀行,華泰商業銀行,臺灣新光商業銀行,陽信商業銀行,板信商業銀行,三信商業銀行,聯邦商業銀行,遠東國際商業銀行,元大商業銀行,永豐商業銀行,玉山商業銀行,凱基商業銀行,星展(台灣)商業銀行,台新國際商業銀行,日盛國際商業銀行,安泰商業銀行,中國信託商業銀行,將來商業銀行,連線商業銀行,樂天國際商業銀行,中央信託局,中國農民銀行,交通銀行,澳盛(台灣)商業銀行,中華開發工業銀行,第七商業銀行,中華商業銀行,大眾商業銀行,慶豐商業銀行,臺北國際商業銀行,高雄區中小企業銀行,花蓮區中小企業銀行,臺東區中小企業銀行,臺灣銀行-排名,臺灣銀行-市佔率,臺灣土地銀行-排名,臺灣土地銀行-市佔率,合作金庫銀行-排名,合作金庫銀行-市佔率,第一商業銀行-排名,第一商業銀行-市佔率,華南商業銀行-排名,華南商業銀行-市佔率,彰化商業銀行-排名,彰化商業銀行-市佔率,上海商業儲蓄銀行-排名,上海商業儲蓄銀行-市佔率,台北富邦商業銀行-排名,台北富邦商業銀行-市佔率,國泰世華商業銀行-排名,國泰世華商業銀行-市佔率,中國輸出入銀行-排名,中國輸出入銀行-市佔率,高雄銀行-排名,高雄銀行-市佔率,兆豐國際商業銀行-排名,兆豐國際商業銀行-市佔率,花旗(台灣)商業銀行-排名,花旗(台灣)商業銀行-市佔率,王道商業銀行-排名,王道商業銀行-市佔率,臺灣中小企業銀行-排名,臺灣中小企業銀行-市佔率,渣打國際商業銀行-排名,渣打國際商業銀行-市佔率,台中商業銀行-排名,台中商業銀行-市佔率,京城商業銀行-排名,京城商業銀行-市佔率,匯豐(台灣)商業銀行-排名,匯豐(台灣)商業銀行-市佔率,瑞興商業銀行-排名,瑞興商業銀行-市佔率,華泰商業銀行-排名,華泰商業銀行-市佔率,臺灣新光商業銀行-排名,臺灣新光商業銀行-市佔率,陽信商業銀行-排名,陽信商業銀行-市佔率,板信商業銀行-排名,板信商業銀行-市佔率,三信商業銀行-排名,三信商業銀行-市佔率,聯邦商業銀行-排名,聯邦商業銀行-市佔率,遠東國際商業銀行-排名,遠東國際商業銀行-市佔率,元大商業銀行-排名,元大商業銀行-市佔率,永豐商業銀行-排名,永豐商業銀行-市佔率,玉山商業銀行-排名,玉山商業銀行-市佔率,凱基商業銀行-排名,凱基商業銀行-市佔率,星展(台灣)商業銀行-排名,星展(台灣)商業銀行-市佔率,台新國際商業銀行-排名,台新國際商業銀行-市佔率,日盛國際商業銀行-排名,日盛國際商業銀行-市佔率,安泰商業銀行-排名,安泰商業銀行-市佔率,中國信託商業銀行-排名,中國信託商業銀行-市佔率,將來商業銀行-排名,將來商業銀行-市佔率,連線商業銀行-排名,連線商業銀行-市佔率,樂天國際商業銀行-排名,樂天國際商業銀行-市佔率,中央信託局-排名,中央信託局-市佔率,中國農民銀行-排名,中國農民銀行-市佔率,交通銀行-排名,交通銀行-市佔率,澳盛(台灣)商業銀行-排名,澳盛(台灣)商業銀行-市佔率,中華開發工業銀行-排名,中華開發工業銀行-市佔率,第七商業銀行-排名,第七商業銀行-市佔率,中華商業銀行-排名,中華商業銀行-市佔率,大眾商業銀行-排名,大眾商業銀行-市佔率,慶豐商業銀行-排名,慶豐商業銀行-市佔率,臺北國際商業銀行-排名,臺北國際商業銀行-市佔率,高雄區中小企業銀行-排名,高雄區中小企業銀行-市佔率,花蓮區中小企業銀行-排名,花蓮區中小企業銀行-市佔率,臺東區中小企業銀行-排名,臺東區中小企業銀行-市佔率
2018年9月,385.0,300.0,620.0,710.0,697.0,436.0,254.0,913.0,1863.0,6.0,46.0,648.0,795.0,44.0,215.0,429.0,125.0,207.0,545.0,8.0,24.0,313.0,82.0,54.0,18.0,256.0,304.0,588.0,372.0,1239.0,156.0,335.0,1129.0,64.0,176.0,2301.0,,,,,,,7.0,,,,,,,,,,15.0,0.023082918640206247,20.0,0.01798668984951136,10.0,0.03717249235565681,7.0,0.042568499310510224,8.0,0.041789076083698064,13.0,0.026140655914623178,22.0,0.015228730739252953,5.0,0.054739492775346246,2.0,0.11169734396546556,38.0,0.0003597337969902272,31.0,0.0027579591102584087,9.0,0.03885125007494454,6.0,0.04766472810120511,32.0,0.0026380478445949995,23.0,0.012890461058816477,14.0,0.025720966484801246,27.0,0.0074944541039630675,24.0,0.01241081599616284,12.0,0.03267581989327897,36.0,0.0004796450626536363,33.0,0.001438935187960909,18.0,0.01876611307632352,28.0,0.0049163618921997726,30.0,0.003237604172912045,34.0,0.0010792013909706817,21.0,0.015348642004916362,19.0,0.01822651238083818,11.0,0.03525391210504227,16.0,0.02230349541339409,3.0,0.07428502907848192,26.0,0.009353078721745909,17.0,0.02008513699862102,4.0,0.06768990946699442,29.0,0.0038371605012290904,25.0,0.010552191378379998,1.0,0.13795791114575215,,,,,,,,,,,,,37.0,0.0004196894298219318,,,,,,,,,,,,,,,,,,
2018年10月,459.0,293.0,574.0,714.0,682.0,510.0,258.0,1242.0,1708.0,7.0,51.0,710.0,862.0,72.0,277.0,416.0,156.0,83.0,418.0,8.0,33.0,350.0,96.0,67.0,21.0,260.0,307.0,692.0,362.0,1581.0,151.0,304.0,1295.0,72.0,148.0,2492.0,,,,,,,3.0,,,,,,,,,,13.0,0.025863526229785317,20.0,0.016509832647771453,11.0,0.03234349467515636,7.0,0.04023215191299938,10.0,0.03842903025863526,12.0,0.02873725136642813,23.0,0.0145376683383107,5.0,0.06998365921000732,2.0,0.09624161830168479,37.0,0.0003944328618921508,32.0,0.0028737251366428127,8.0,0.04000676170620387,6.0,0.04857158956443342,29.5,0.004057023722319265,21.0,0.015608271820589395,15.0,0.023440581506733532,24.0,0.008790218065025075,28.0,0.004676846791006931,14.0,0.02355327661013129,36.0,0.00045078041359102944,33.0,0.0018594692060629966,17.0,0.019721643094607538,27.0,0.005409364963092354,31.0,0.0037752859638248717,34.0,0.0011832985856764524,22.0,0.014650363441708458,18.0,0.017298698371555756,9.0,0.03899250577562405,16.0,0.020397813714994082,3.0,0.0890854792359272,25.0,0.008508480306530682,19.0,0.01712965571645912,4.0,0.0729700794500479,29.5,0.004057023722319265,26.0,0.008339437651434045,1.0,0.14041809883360568,,,,,,,,,,,,,38.0,0.00016904265509663606,,,,,,,,,,,,,,,,,,
2018年11月,443.0,288.0,542.0,697.0,659.0,484.0,240.0,1161.0,1607.0,7.0,40.0,613.0,831.0,73.0,257.0,389.0,168.0,104.0,391.0,8.0,22.0,359.0,80.0,54.0,19.0,234.0,268.0,588.0,302.0,1361.0,163.0,247.0,1272.0,69.0,112.0,2342.0,,,,,,,7.0,,,,,,,,,,13.0,0.02682572362843648,18.0,0.017439748092527553,11.0,0.03282063703524282,7.0,0.04220661257115175,8.0,0.039905534697832146,12.0,0.02930846554438658,22.0,0.014533123410439627,5.0,0.0703039844980017,2.0,0.09731137216906867,37.5,0.00042388276613782245,32.0,0.0024221872350732713,9.0,0.03712001937749788,6.0,0.05032093980864721,29.0,0.00442049170400872,20.0,0.015562552985345767,15.0,0.023555770861087563,24.0,0.010173186387307739,27.0,0.006297686811190505,14.0,0.023676880222841225,36.0,0.00048443744701465424,33.0,0.0013322029792902992,16.0,0.021739130434782608,28.0,0.004844374470146543,31.0,0.003269952767348916,34.0,0.0011505389366598037,23.0,0.014169795325178636,19.0,0.016228654474990917,10.0,0.035606152355577084,17.0,0.018287513624803197,3.0,0.08241492067336804,25.0,0.00987041298292358,21.0,0.014957006176577449,4.0,0.07702555407533002,30.0,0.004178272980501393,26.0,0.006782124258205159,1.0,0.14181906261354002,,,,,,,,,,,,,37.5,0.00042388276613782245,,,,,,,,,,,,,,,,,,
2018年12月,486.0,335.0,687.0,867.0,728.0,479.0,211.0,674.0,1121.0,7.0,47.0,651.0,790.0,38.0,195.0,465.0,156.0,172.0,342.0,8.0,21.0,353.0,92.0,56.0,18.0,332.0,290.0,496.0,264.0,1395.0,182.0,274.0,1092.0,74.0,276.0,2358.0,,,,,,,6.0,,,,,,,,,,12.0,0.0302803738317757,17.0,0.020872274143302182,8.0,0.04280373831775701,5.0,0.05401869158878505,7.0,0.045358255451713396,13.0,0.029844236760124612,23.0,0.013146417445482866,9.0,0.041993769470404986,3.0,0.0698442367601246,37.0,0.00043613707165109035,31.0,0.0029283489096573207,10.0,0.0405607476635514,6.0,0.049221183800623056,32.0,0.002367601246105919,24.0,0.012149532710280374,14.0,0.02897196261682243,27.0,0.0097196261682243,26.0,0.010716510903426792,16.0,0.02130841121495327,36.0,0.0004984423676012461,33.0,0.001308411214953271,15.0,0.021993769470404986,28.0,0.00573208722741433,30.0,0.003489096573208723,34.0,0.0011214953271028037,18.0,0.020685358255451713,19.0,0.01806853582554517,11.0,0.03090342679127726,22.0,0.01644859813084112,2.0,0.08691588785046729,25.0,0.011339563862928349,21.0,0.017071651090342678,4.0,0.06803738317757009,29.0,0.0046105919003115265,20.0,0.017196261682242992,1.0,0.1469158878504673,,,,,,,,,,,,,38.0,0.00037383177570093456,,,,,,,,,,,,,,,,,,
2019年1月,578.0,329.0,651.0,816.0,899.0,610.0,338.0,1621.0,2192.0,7.0,61.0,630.0,1007.0,113.0,448.0,428.0,182.0,148.0,842.0,7.0,25.0,373.0,150.0,80.0,36.0,315.0,460.0,718.0,878.0,1667.0,197.0,332.0,1671.0,92.0,143.0,3940.0,,,,,,,5.0,,,,,,,,,,15.0,0.02512606503216832,22.0,0.014301860545992001,12.0,0.028299426186750132,10.0,0.03547209181011998,7.0,0.03908015997217875,14.0,0.02651712745609459,20.0,0.014693096852721266,5.0,0.0704660059120153,2.0,0.09528777603894975,36.5,0.0003042949052338724,32.0,0.0026517127456094592,13.0,0.027386541471048513,6.0,0.04377499565292992,29.0,0.0049121891844896536,17.0,0.019474873934967833,18.0,0.01860545992001391,25.0,0.007911667536080682,27.0,0.006433663710659016,9.0,0.03660233002956008,36.5,0.0003042949052338724,34.0,0.0010867675186924013,19.0,0.016214571378890628,26.0,0.006520605112154408,31.0,0.003477656059815684,33.0,0.001564945226917058,23.0,0.013693270735524257,16.0,0.019996522343940185,11.0,0.031211963136845766,8.0,0.03816727525647713,4.0,0.07246565814640932,24.0,0.008563728047296123,21.0,0.01443227264823509,3.0,0.0726395409494001,30.0,0.003999304468788037,28.0,0.0062163102069205355,1.0,0.17127456094592244,,,,,,,,,,,,,38.0,0.00021735350373848025,,,,,,,,,,,,,,,,,,
2019年2月,343.0,220.0,503.0,607.0,593.0,363.0,242.0,801.0,1810.0,6.0,35.0,600.0,759.0,122.0,219.0,387.0,134.0,114.0,475.0,6.0,20.0,304.0,88.0,48.0,22.0,263.0,194.0,495.0,310.0,1170.0,183.0,248.0,1097.0,61.0,109.0,2735.0,,,,,,,3.0,,,,,,,,,,15.0,0.02184156902699949,21.0,0.014009169638308712,10.0,0.03203005603667855,7.0,0.03865257259296995,9.0,0.037761079979623025,14.0,0.023115129903209373,20.0,0.015410086602139583,5.0,0.051006113092205804,2.0,0.1152572592969944,36.5,0.00038206826286296485,32.0,0.002228731533367295,8.0,0.038206826286296486,6.0,0.04833163525216505,26.0,0.007768721344880285,22.0,0.013945491594498217,13.0,0.024643402954661234,25.0,0.008532857870606215,27.0,0.007259296994396332,12.0,0.030247070809984716,36.5,0.00038206826286296485,34.0,0.0012735608762098828,17.0,0.01935812531839022,29.0,0.0056036678553234845,31.0,0.003056546102903719,33.0,0.0014009169638308711,18.0,0.016747325522159958,23.0,0.012353540499235864,11.0,0.0315206316861946,16.0,0.019740193581253184,3.0,0.07450331125827815,24.0,0.011653082017320428,19.0,0.015792154865002548,4.0,0.06985481406011207,30.0,0.0038843606724401425,28.0,0.006940906775343861,1.0,0.17415944982170148,,,,,,,,,,,,,38.0,0.00019103413143148242,,,,,,,,,,,,,,,,,,
2019年3月,493.0,260.0,598.0,807.0,840.0,443.0,358.0,1289.0,1769.0,7.0,48.0,656.0,849.0,57.0,238.0,581.0,154.0,170.0,526.0,11.0,31.0,368.0,123.0,77.0,34.0,273.0,364.0,645.0,432.0,1511.0,192.0,277.0,1288.0,93.0,170.0,2561.0,,,,,,,3.0,,,,,,,,,,14.0,0.026491133799032777,22.0,0.013970983342289092,11.0,0.03213326168726491,8.0,0.043363782912412684,7.0,0.045137023105857065,15.0,0.023804406233207953,19.0,0.01923696937130575,4.0,0.06926383664696399,2.0,0.09505642127888232,37.0,0.00037614185921547554,32.0,0.002579258463191832,9.0,0.03524986566362171,6.0,0.045620634067705536,31.0,0.003062869425040301,23.0,0.012788823213326169,12.0,0.03121977431488447,27.0,0.008275120902740463,25.5,0.009134873723804407,13.0,0.028264373992477162,36.0,0.0005910800644814616,34.0,0.0016657710908113917,17.0,0.019774314884470713,28.0,0.0066093498119290705,30.0,0.004137560451370231,33.0,0.0018269747447608813,21.0,0.014669532509403546,18.0,0.019559376679204727,10.0,0.03465878559914025,16.0,0.02321332616872649,3.0,0.08119290703922623,24.0,0.010317033852767329,20.0,0.014884470714669532,5.0,0.0692101020956475,29.0,0.004997313272434175,25.5,0.009134873723804407,1.0,0.13761418592154756,,,,,,,,,,,,,38.0,0.0001612036539494895,,,,,,,,,,,,,,,,,,
2019年4月,495.0,304.0,604.0,780.0,738.0,485.0,307.0,1366.0,1612.0,7.0,44.0,635.0,873.0,99.0,296.0,434.0,164.0,122.0,503.0,10.0,24.0,365.0,105.0,77.0,23.0,262.0,303.0,633.0,386.0,1628.0,187.0,302.0,1339.0,99.0,187.0,2565.0,,,,,,,,,,,,,,,,,13.0,0.02693730953417501,19.0,0.01654331737048324,11.0,0.03286895951240749,7.0,0.042446669569003045,8.0,0.040161079669133654,14.0,0.026393121462777537,18.0,0.01670657379190248,4.0,0.07433609055289508,3.0,0.08772311710927297,37.0,0.00038093164997823247,32.0,0.00239442751414889,9.0,0.03455594253373966,6.0,0.047507618632999564,29.5,0.0053874619068350026,22.0,0.01610796691336526,15.0,0.023617762298650414,26.0,0.00892468437091859,27.0,0.006639094471049194,12.0,0.02737265999129299,36.0,0.000544188071397475,33.0,0.00130605137135394,17.0,0.019862864606007835,28.0,0.0057139747496734875,31.0,0.004190248149760557,34.0,0.0012516325642141924,23.0,0.014257727470613844,20.0,0.016488898563343492,10.0,0.03444710491946017,16.0,0.021005659555942535,2.0,0.08859381802350892,24.5,0.010176316935132781,21.0,0.016434479756203744,5.0,0.0728667827601219,29.5,0.0053874619068350026,24.5,0.010176316935132781,1.0,0.13958424031345232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年5月,513.0,326.0,576.0,796.0,689.0,463.0,306.0,1410.0,1686.0,7.0,45.0,729.0,898.0,78.0,234.0,557.0,171.0,175.0,578.0,9.0,26.0,399.0,104.0,91.0,27.0,272.0,300.0,618.0,475.0,1644.0,209.0,309.0,1303.0,93.0,150.0,2879.0,,,,,,,,,,,,,,,,,14.0,0.02677592776240931,18.0,0.017015501852915078,12.0,0.03006419959288063,7.0,0.04154705360405032,9.0,0.03596221097134506,16.0,0.0241661882144162,20.0,0.015971606033717833,4.0,0.07359465525340571,2.0,0.08800041755832767,37.0,0.00036536353671903543,32.0,0.0023487655931937993,8.0,0.03805000260973955,6.0,0.04687092228195626,31.0,0.004071193694869252,23.0,0.012213581084607756,13.0,0.029072498564643248,26.0,0.008925309254136437,25.0,0.009134088417975887,11.0,0.030168589174800354,36.0,0.00046975311863875984,34.0,0.0013570645649564174,17.0,0.02082572159298502,28.0,0.00542825825982567,30.0,0.0047497259773474606,33.0,0.0014092593559162795,22.0,0.01419698314108252,21.0,0.01565843728795866,10.0,0.032256380813194846,15.0,0.024792525705934546,3.0,0.08580823633801346,24.0,0.010908711310611201,19.0,0.016128190406597423,5.0,0.06800981262070045,29.0,0.0048541155592671855,27.0,0.00782921864397933,1.0,0.1502688031734433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年6月,456.0,318.0,687.0,754.0,756.0,466.0,341.0,1397.0,1691.0,7.0,48.0,605.0,901.0,73.0,297.0,486.0,164.0,155.0,519.0,10.0,26.0,360.0,102.0,94.0,23.0,279.0,370.0,631.0,400.0,1536.0,200.0,348.0,1401.0,96.0,185.0,2712.0,,,,,,,,,,,,,,,,,15.0,0.02411550055529113,21.0,0.016817388545137237,9.0,0.036331905441853087,8.0,0.03987519170765244,7.0,0.03998096144693003,14.0,0.024644349251679094,20.0,0.018033740546829553,5.0,0.07388016288539849,2.0,0.08942831455920461,37.0,0.0003701940874715744,32.0,0.0025384737426622245,11.0,0.031995346131471786,6.0,0.0476492675445555,31.0,0.0038605954836321327,22.0,0.015706806282722512,13.0,0.02570204664445502,26.0,0.0086731186207626,27.0,0.008197154794013433,12.0,0.0274472473425353,36.0,0.0005288486963879634,33.0,0.0013750066106087049,18.0,0.01903855306996668,28.0,0.005394256703157227,30.0,0.004971177746046856,34.0,0.0012163520016923157,23.0,0.014754878629224179,17.0,0.019567401766354645,10.0,0.03337035274208049,16.0,0.021153947855518537,3.0,0.08123115976519119,24.0,0.010576973927759269,19.0,0.018403934634301126,4.0,0.07409170236395367,29.0,0.005076947485324449,25.0,0.009783700883177322,1.0,0.14342376646041569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年7月,451.0,341.0,598.0,924.0,792.0,520.0,323.0,1483.0,1704.0,7.0,41.0,661.0,974.0,47.0,339.0,526.0,179.0,114.0,541.0,14.0,31.0,429.0,118.0,105.0,29.0,308.0,341.0,646.0,476.0,1837.0,158.0,336.0,1351.0,118.0,137.0,2985.0,,,,,,,,,,,,,,,,,16.0,0.02255,18.5,0.01705,11.0,0.0299,7.0,0.0462,8.0,0.0396,14.0,0.026,22.0,0.01615,4.0,0.07415,3.0,0.0852,37.0,0.00035,32.0,0.00205,9.0,0.03305,6.0,0.0487,31.0,0.00235,20.0,0.01695,13.0,0.0263,24.0,0.00895,29.0,0.0057,12.0,0.02705,36.0,0.0007,33.0,0.00155,17.0,0.02145,27.5,0.0059,30.0,0.00525,34.0,0.00145,23.0,0.0154,18.5,0.01705,10.0,0.0323,15.0,0.0238,2.0,0.09185,25.0,0.0079,21.0,0.0168,5.0,0.06755,27.5,0.0059,26.0,0.00685,1.0,0.14925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年8月,474.0,278.0,606.0,763.0,655.0,533.0,345.0,1365.0,1931.0,7.0,40.0,679.0,971.0,72.0,254.0,520.0,202.0,131.0,530.0,15.0,28.0,378.0,101.0,70.0,23.0,299.0,311.0,635.0,633.0,2049.0,172.0,314.0,1350.0,132.0,122.0,2971.0,,,,,,,,,,,,,,,,,16.0,0.023729662077596997,22.0,0.013917396745932415,12.0,0.030337922403003755,7.0,0.038197747183979974,9.0,0.0327909887359199,13.0,0.026683354192740927,18.0,0.017271589486858575,4.0,0.06833541927409262,3.0,0.09667083854818523,37.0,0.00035043804755944933,32.0,0.002002503128911139,8.0,0.033992490613266584,6.0,0.0486107634543179,30.0,0.00360450563204005,23.0,0.012715894868585733,15.0,0.026032540675844807,24.0,0.010112640801001252,27.0,0.00655819774718398,14.0,0.02653316645807259,36.0,0.000750938673341677,33.0,0.0014017521902377973,17.0,0.01892365456821026,29.0,0.005056320400500626,31.0,0.003504380475594493,34.0,0.0011514392991239049,21.0,0.014968710888610763,20.0,0.015569461827284106,10.0,0.03178973717146433,11.0,0.03168961201501878,2.0,0.10257822277847309,25.0,0.008610763454317898,19.0,0.01571964956195244,5.0,0.06758448060075094,26.0,0.006608260325406758,28.0,0.006107634543178974,1.0,0.14873591989987484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年9月,356.0,251.0,606.0,780.0,722.0,421.0,261.0,1271.0,1849.0,7.0,42.0,664.0,941.0,39.0,289.0,549.0,174.0,123.0,466.0,16.0,25.0,365.0,94.0,66.0,18.0,333.0,280.0,608.0,620.0,1547.0,149.0,331.0,1308.0,125.0,169.0,2850.0,,,,,,,,,,,,,,,,,17.0,0.019004911381592996,23.0,0.013399530215673713,12.0,0.03235105701473415,7.0,0.04163997437540039,8.0,0.03854366858851164,15.0,0.022474909246209696,22.0,0.01393337604099936,5.0,0.0678518043988896,2.0,0.09870809310271193,37.0,0.0003736920777279522,31.0,0.002242152466367713,9.0,0.03544736280162289,6.0,0.05023489216314329,32.0,0.002081998718770019,20.0,0.015428144351911168,13.0,0.02930813581037796,24.0,0.009288917360666239,28.0,0.006566303651505445,14.0,0.0248772154601751,36.0,0.0008541533205210335,33.0,0.0013346145633141148,16.0,0.01948537262438608,29.0,0.005018150758061072,30.0,0.003523382447149263,34.0,0.0009609224855861628,18.0,0.01777706598334401,21.0,0.014947683109118086,11.0,0.032457826179799275,10.0,0.03309844117019005,3.0,0.08258594917787743,26.0,0.007954302797352125,19.0,0.01767029681827888,4.0,0.06982703395259449,27.0,0.0066730728165705746,25.0,0.009021994448003416,1.0,0.1521460602178091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年10月,424.0,277.0,684.0,801.0,714.0,485.0,342.0,1205.0,1971.0,7.0,45.0,668.0,948.0,61.0,251.0,445.0,173.0,127.0,466.0,9.0,27.0,372.0,91.0,89.0,20.0,302.0,329.0,610.0,526.0,1745.0,185.0,355.0,1409.0,117.0,165.0,2672.0,,,,,,,,,,,,,,,,,16.0,0.0221606648199446,22.0,0.014477604139444938,9.0,0.03574975173783516,7.0,0.041864840850885904,8.0,0.037317723305284066,13.0,0.025348873673757384,19.0,0.01787487586891758,5.0,0.06298019129253123,2.0,0.10301573198139341,37.0,0.00036586003240474574,32.0,0.0023519573511733656,10.0,0.03491350023519574,6.0,0.049547901531385566,31.0,0.003188208853812784,23.0,0.013118695447655883,15.0,0.023258244917158836,25.0,0.009041969372288716,27.0,0.006637746302200387,14.0,0.024355825014373073,36.0,0.0004703914702346731,33.0,0.0014111744107040193,17.0,0.019442847436366487,29.0,0.004756180421261694,30.0,0.004651648983431767,34.0,0.0010453143782992735,21.0,0.01578424711231903,20.0,0.01719542152302305,11.0,0.031882088538127844,12.0,0.027491768149270894,3.0,0.09120367950661161,24.0,0.00966915799926828,18.0,0.018554330214812106,4.0,0.07364239795118382,28.0,0.00611508911305075,26.0,0.008623843620969006,1.0,0.13965400094078295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年11月,502.0,284.0,662.0,885.0,689.0,490.0,291.0,1043.0,1738.0,7.0,41.0,626.0,950.0,45.0,286.0,505.0,208.0,129.0,455.0,8.0,29.0,391.0,94.0,75.0,18.0,363.0,283.0,581.0,354.0,1955.0,136.0,343.0,1295.0,106.0,125.0,2800.0,,,,,,,,,,,,,,,,,13.0,0.026695027918106885,22.0,0.015102366391917043,9.0,0.03520340335017283,7.0,0.04706195160861473,8.0,0.036639191704333954,14.0,0.02605689976070194,20.0,0.015474607817069929,5.0,0.05546397234777985,3.0,0.09242222813081627,37.0,0.0003722414251528849,32.0,0.002180271204466897,10.0,0.03328901887795799,6.0,0.050518479127891515,31.0,0.0023929805902685457,21.0,0.015208721084817868,12.0,0.026854559957458123,24.0,0.011060888061685722,26.0,0.006859877692103164,15.0,0.024195692634937517,36.0,0.000425418771603297,33.0,0.0015421430470619515,16.0,0.02079234246211114,29.0,0.00499867056633874,30.0,0.003988300983780909,34.0,0.0009571922361074183,17.0,0.0193033767614996,23.0,0.015049189045466631,11.0,0.030896038287689446,18.0,0.018824780643445893,2.0,0.1039617123105557,25.0,0.007232119117256049,19.0,0.01823982983249136,4.0,0.0688646636532837,28.0,0.005636798723743685,27.0,0.006647168306301516,1.0,0.14889657006115395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019年12月,451.0,346.0,762.0,960.0,822.0,536.0,270.0,749.0,1402.0,5.0,50.0,676.0,975.0,138.0,219.0,479.0,159.0,187.0,401.0,7.0,23.0,404.0,106.0,82.0,24.0,326.0,284.0,509.0,320.0,1694.0,172.0,348.0,1122.0,80.0,176.0,2945.0,,,,,,,,,,,,,,,,,14.0,0.024748943642649398,18.0,0.01898699445755364,8.0,0.04181528837183779,6.0,0.05268067826373265,7.0,0.045107830763321075,11.0,0.029413378697250726,22.0,0.014816440761674807,9.0,0.04110190418701641,3.0,0.07693574054765955,37.0,0.0002743785326236075,32.0,0.0027437853262360754,10.0,0.03709597761071174,5.0,0.053503813861603466,28.0,0.007572847500411568,23.0,0.01201777972891401,13.0,0.0262854634253416,27.0,0.008725237337430719,24.0,0.010261757120122922,16.0,0.022005158316413323,36.0,0.00038412994567305054,34.0,0.0012621412500685946,15.0,0.02216978543598749,29.0,0.00581682489162048,30.0,0.004499807935027163,33.0,0.0013170169565933161,19.0,0.017889480327059212,21.0,0.015584700653020908,12.0,0.027931734621083247,20.0,0.01756022608791088,2.0,0.09295944685287823,26.0,0.009438621522252099,17.0,0.019096745870603084,4.0,0.06157054272073753,31.0,0.00439005652197772,25.0,0.009658124348350986,1.0,0.16160895571530484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020年1月,371.0,257.0,580.0,709.0,816.0,512.0,342.0,2123.0,2118.0,7.0,43.0,663.0,876.0,73.0,314.0,451.0,169.0,183.0,586.0,10.0,24.0,342.0,140.0,70.0,30.0,313.0,411.0,632.0,1487.0,1979.0,245.0,379.0,1719.0,104.0,160.0,4450.0,,,,,,,,,,,,,,,,,18.0,0.01565004640175483,23.0,0.01084113726482747,13.0,0.02446637981945499,9.0,0.029908040158609636,8.0,0.034421665401164266,14.0,0.0215979077026913,19.5,0.01442672741078208,2.0,0.08955538682190163,3.0,0.08934446975449253,37.0,0.00029528389437273264,32.0,0.0018138867797182147,10.0,0.027967603138445964,7.0,0.036952670210073396,30.0,0.0030793891841727834,21.0,0.01324559183329115,15.0,0.019024719480300347,26.0,0.007128996878427402,25.0,0.007719564667172867,12.0,0.024719480300345903,36.0,0.0004218341348181895,34.0,0.0010124019235636548,19.5,0.01442672741078208,28.0,0.005905677887454653,31.0,0.0029528389437273265,33.0,0.0012655024044545685,22.0,0.013203408419809331,16.0,0.017337382941027588,11.0,0.026659917320509575,6.0,0.06272673584746477,4.0,0.0834809752805197,24.0,0.010334936303045642,17.0,0.01598751370960938,5.0,0.07251328777524678,29.0,0.00438707500210917,27.0,0.006749346157091032,1.0,0.1877161899940943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
